criterion,epoch,training_loss
class_balanced_loss,1,1.6215717644282273
class_balanced_loss,2,1.235512674898692
class_balanced_loss,3,1.0223800277960489
class_balanced_loss,4,0.8538609342796373
class_balanced_loss,5,0.7263717145093059
class_balanced_loss,6,0.6320111669091126
class_balanced_loss,7,0.5520875873321409
class_balanced_loss,8,0.4858300219536245
class_balanced_loss,9,0.42182377312208436
class_balanced_loss,10,0.3857902570280219
class_balanced_loss,11,0.36214991776360733
class_balanced_loss,12,0.3236743965938087
class_balanced_loss,13,0.28404627315008496
class_balanced_loss,14,0.2624233105201959
class_balanced_loss,15,0.24117741717479066
class_balanced_loss,16,0.22005194798438124
class_balanced_loss,17,0.17952116278624863
class_balanced_loss,18,0.21710707381654745
class_balanced_loss,19,0.16405101906632166
class_balanced_loss,20,0.13556581539070908
