criterion,epoch,training_loss
ce,1,1.313643196507183
ce,2,0.8412123766853986
ce,3,0.6515400849492349
ce,4,0.5396652840115987
ce,5,0.4617420425805289
ce,6,0.40519853252584065
ce,7,0.35422921533246177
ce,8,0.3059123002488138
ce,9,0.2741595956799396
ce,10,0.24174189654743428
