criterion,epoch,training_loss
focal_loss,1,0.8734712031719934
focal_loss,2,0.5052986729442311
focal_loss,3,0.3667348181099995
focal_loss,4,0.28561521961789604
focal_loss,5,0.23012851534025444
focal_loss,6,0.18826133042783535
focal_loss,7,0.1543973017236232
focal_loss,8,0.1305526567723059
focal_loss,9,0.10989880062344358
focal_loss,10,0.09581948925867258
focal_loss,11,0.08418811165401355
focal_loss,12,0.07460076023188546
focal_loss,13,0.06864103745392826
focal_loss,14,0.06299804009424517
focal_loss,15,0.056799680898513866
focal_loss,16,0.05462933515967882
focal_loss,17,0.04723057154115871
focal_loss,18,0.047801704475861
focal_loss,19,0.04531693642558839
focal_loss,20,0.04058700756025751
