criterion,epoch,training_loss
ce,1,1.2479264568113404
ce,2,0.8569830890921076
ce,3,0.6702918493027444
ce,4,0.5523214207900176
ce,5,0.4645556317162806
ce,6,0.390356018800034
ce,7,0.3388937809708448
ce,8,0.28521162275414125
ce,9,0.24414577215074867
ce,10,0.21470582345419037
ce,11,0.18355515180563395
ce,12,0.16195537152923578
ce,13,0.14700224381894356
ce,14,0.12163822320061564
ce,15,0.11979144754380823
ce,16,0.10612105368014715
ce,17,0.104363591985976
ce,18,0.09063493470203021
ce,19,0.08842041531427651
ce,20,0.08602226646894331
