criterion,epoch,training_loss
ce,1,1.261923395501753
ce,2,0.8968565639388958
ce,3,0.702655656429598
ce,4,0.5647262020098558
ce,5,0.47246709043215535
ce,6,0.4043722209731042
ce,7,0.34296524279380636
ce,8,0.2977502735400158
ce,9,0.2541060868565861
ce,10,0.22618191004216984
ce,11,0.1920357102596718
ce,12,0.1755204847222765
ce,13,0.1515730327181192
ce,14,0.14146736870974877
ce,15,0.1202014666507363
ce,16,0.11520781206544456
ce,17,0.10684835456879303
ce,18,0.09953172927993087
ce,19,0.09178842242314576
ce,20,0.08653389163814394
