criterion,epoch,train_accuracy,test_accuracy
ce,1,0.5455616438356164,0.4129
ce,2,0.6801095890410959,0.5693
ce,3,0.7532054794520548,0.6571
ce,4,0.8047671232876712,0.6518
ce,5,0.8373972602739727,0.6716
ce,6,0.8600547945205479,0.6963
ce,7,0.8813698630136987,0.6871
ce,8,0.8955068493150685,0.7013
ce,9,0.9106027397260273,0.6903
ce,10,0.920082191780822,0.6923
ce,11,0.9301643835616439,0.6917
ce,12,0.9368767123287671,0.6949
ce,13,0.945068493150685,0.6909
ce,14,0.9506027397260274,0.719
ce,15,0.957013698630137,0.7317
ce,16,0.9583287671232876,0.7298
ce,17,0.9621917808219178,0.7484
ce,18,0.9642739726027397,0.7159
ce,19,0.9682465753424657,0.721
ce,20,0.9698630136986301,0.7471
