criterion,epoch,training_loss
weighted_ce,1,1.6890641285951418
weighted_ce,2,1.3235751777730764
weighted_ce,3,1.103821865418329
weighted_ce,4,0.9250930594166189
weighted_ce,5,0.7980150115886628
weighted_ce,6,0.7120012958809707
weighted_ce,7,0.6147864622352629
weighted_ce,8,0.5195341189041238
weighted_ce,9,0.4894061374450315
weighted_ce,10,0.4161615712395274
weighted_ce,11,0.3915297758297411
weighted_ce,12,0.3644367574784259
weighted_ce,13,0.3060972621034824
weighted_ce,14,0.3168066815177921
weighted_ce,15,0.2856569033974028
weighted_ce,16,0.25201571642399984
weighted_ce,17,0.2626215176536145
weighted_ce,18,0.2339055179838489
weighted_ce,19,0.20954685213595575
weighted_ce,20,0.22960357256755623
