criterion,epoch,train_accuracy,test_accuracy
weighted_ce,1,0.37638356164383563,0.257
weighted_ce,2,0.5292054794520548,0.4713
weighted_ce,3,0.5990958904109589,0.5558
weighted_ce,4,0.6577534246575343,0.6071
weighted_ce,5,0.699068493150685,0.6478
weighted_ce,6,0.7273150684931506,0.6556
weighted_ce,7,0.7602465753424658,0.6624
weighted_ce,8,0.7900273972602739,0.6768
weighted_ce,9,0.7992602739726027,0.6959
weighted_ce,10,0.8258356164383561,0.7047
weighted_ce,11,0.8372054794520548,0.7371
weighted_ce,12,0.8478082191780822,0.7316
weighted_ce,13,0.8662739726027398,0.7365
weighted_ce,14,0.8661369863013698,0.7712
weighted_ce,15,0.8783287671232877,0.7469
weighted_ce,16,0.8891506849315068,0.7337
weighted_ce,17,0.8878630136986302,0.7138
weighted_ce,18,0.8985205479452055,0.7283
weighted_ce,19,0.908986301369863,0.6788
weighted_ce,20,0.9025753424657534,0.7584
