criterion,epoch,train_accuracy,test_accuracy
class_balanced_loss,1,0.42227397260273974,0.3478
class_balanced_loss,2,0.5745479452054795,0.4181
class_balanced_loss,3,0.6469315068493151,0.5435
class_balanced_loss,4,0.6998904109589041,0.6268
class_balanced_loss,5,0.7355890410958904,0.6335
class_balanced_loss,6,0.7686575342465753,0.6774
class_balanced_loss,7,0.7915068493150685,0.6817
class_balanced_loss,8,0.8144931506849316,0.7002
class_balanced_loss,9,0.8315068493150685,0.69
class_balanced_loss,10,0.840904109589041,0.7225
class_balanced_loss,11,0.8621369863013698,0.7121
class_balanced_loss,12,0.8683287671232877,0.7437
class_balanced_loss,13,0.8755890410958904,0.7187
class_balanced_loss,14,0.8875616438356164,0.7543
class_balanced_loss,15,0.9033150684931507,0.7335
class_balanced_loss,16,0.905972602739726,0.7459
class_balanced_loss,17,0.9080547945205479,0.7606
class_balanced_loss,18,0.9233972602739726,0.7389
class_balanced_loss,19,0.9244931506849315,0.7608
class_balanced_loss,20,0.946054794520548,0.7332
