criterion,epoch,training_loss
focal_loss,1,0.8284591023015893
focal_loss,2,0.5348126694377374
focal_loss,3,0.39906028206680366
focal_loss,4,0.31443358164430707
focal_loss,5,0.25164346395618237
focal_loss,6,0.20905602842099613
focal_loss,7,0.17523386878093572
focal_loss,8,0.14656060330582793
focal_loss,9,0.12263202960170715
focal_loss,10,0.10519809315499773
focal_loss,11,0.08847516315994089
focal_loss,12,0.08181529956170065
focal_loss,13,0.07168492662023929
focal_loss,14,0.06004677630468368
focal_loss,15,0.06087331826376179
focal_loss,16,0.050201380039009084
focal_loss,17,0.04835448171796633
focal_loss,18,0.04619841797451853
focal_loss,19,0.04615100072256425
focal_loss,20,0.043763577910352194
