criterion,epoch,Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,Top-3 Acc,Macro Recall@3
weighted_ce,55,0.7811,0.7957656110673373,0.7811,0.779793526483456,0.7888035111857101,0.9371,0.9371
weighted_ce,56,0.7538,0.7823582670419758,0.7538,0.7549722784346478,0.766856779782516,0.9234,0.9234
weighted_ce,57,0.788,0.8040972593986974,0.788,0.7863721792613181,0.7977987987004989,0.9446,0.9446
weighted_ce,58,0.793,0.8088559511399309,0.7929999999999999,0.7891464408014053,0.8045306260965897,0.9422,0.9422
weighted_ce,59,0.7237,0.7418846031479474,0.7237,0.7113739571256271,0.7345451103298761,0.9079,0.9079
weighted_ce,60,0.7674,0.7896739420808425,0.7674,0.7607471264079247,0.7809187853105362,0.9268,0.9268000000000001
weighted_ce,61,0.7837,0.7987304386834129,0.7837,0.7790169909248214,0.7956081346887215,0.9415,0.9414999999999999
weighted_ce,62,0.7544,0.7723730544033899,0.7544000000000001,0.7514243961274575,0.7568391700956509,0.9214,0.9214
weighted_ce,63,0.7818,0.8028352065165629,0.7817999999999999,0.7775406624274661,0.7961968755843776,0.9329,0.9329000000000001
weighted_ce,64,0.7812,0.8035514719759188,0.7812,0.7775486906443706,0.795786455001632,0.9389,0.9389
weighted_ce,65,0.7762,0.7871751637075477,0.7762,0.7751730602096127,0.784484289708297,0.9424,0.9423999999999999
weighted_ce,66,0.7889,0.8071650332896262,0.7889,0.786872872932876,0.7983189431998651,0.9401,0.9400999999999999
weighted_ce,67,0.7824,0.7961785400813035,0.7824,0.7780306622044705,0.7938745713104141,0.9371,0.9371
weighted_ce,68,0.7797,0.7982198950860138,0.7797000000000001,0.7769854242385639,0.7905363425449043,0.9371,0.9371
weighted_ce,69,0.7326,0.7685789421425975,0.7325999999999999,0.7295853319386915,0.7533289793941176,0.921,0.921
weighted_ce,70,0.7679,0.7902610437297277,0.7679,0.7609356188260447,0.7858196328353257,0.9284,0.9283999999999999
weighted_ce,71,0.7986,0.8106405956610875,0.7986,0.7943308645732536,0.8095692747666345,0.9475,0.9475
weighted_ce,72,0.7913,0.8077800667287927,0.7913,0.7862716961014528,0.8048277037528021,0.9402,0.9401999999999999
weighted_ce,73,0.7411,0.7687348621215275,0.7411000000000001,0.7352246930800035,0.7583761570868752,0.9108,0.9108
weighted_ce,74,0.7919,0.8064052659982618,0.7919,0.7879655302077464,0.8034708559529323,0.9396,0.9396000000000001
weighted_ce,75,0.7731,0.7858697814996316,0.7731,0.7666547349985088,0.7834621554706124,0.9318,0.9318
weighted_ce,76,0.786,0.7960433283459055,0.786,0.7816155682213303,0.7952940688785236,0.9393,0.9393
weighted_ce,77,0.7905,0.7978480267466085,0.7905,0.7892155932762789,0.800365224965091,0.9458,0.9458
weighted_ce,78,0.7869,0.7941246120174487,0.7868999999999999,0.7827233583211985,0.7935806739007397,0.9401,0.9400999999999999
weighted_ce,79,0.7882,0.8007133705850743,0.7882,0.7866042450805519,0.7985830847969304,0.9456,0.9456
weighted_ce,80,0.7943,0.8075468135219864,0.7943,0.7914434788819109,0.806023051842885,0.9384,0.9384
