criterion,epoch,train_accuracy,test_accuracy
ce,1,0.50528,0.6177
ce,2,0.70476,0.6944
ce,3,0.78068,0.7417
ce,4,0.8214,0.7485
ce,5,0.84858,0.7558
ce,6,0.87006,0.7914
ce,7,0.88776,0.7765
ce,8,0.9036,0.7832
ce,9,0.91596,0.8075
ce,10,0.92646,0.7999
ce,11,0.9353,0.803
ce,12,0.94138,0.7896
ce,13,0.94812,0.8045
ce,14,0.95466,0.8076
ce,15,0.95678,0.8179
ce,16,0.96014,0.8242
ce,17,0.96312,0.8277
ce,18,0.96444,0.8164
ce,19,0.9679,0.8343
ce,20,0.9694,0.8116
