criterion,epoch,training_loss
focal_loss,1,0.8867948158927585
focal_loss,2,0.5202458170063965
focal_loss,3,0.38249216693670246
focal_loss,4,0.3011797353568132
focal_loss,5,0.24648301688301594
focal_loss,6,0.20418581421322682
focal_loss,7,0.17101209894622987
focal_loss,8,0.14550081816266108
focal_loss,9,0.12304834178303514
focal_loss,10,0.1087206404863397
focal_loss,11,0.09001026744418361
focal_loss,12,0.0821178516711268
focal_loss,13,0.07494293348720807
focal_loss,14,0.06892787553655827
focal_loss,15,0.06107012040751136
focal_loss,16,0.057887704910167384
focal_loss,17,0.05118412579483617
focal_loss,18,0.05058918785199028
focal_loss,19,0.04791981605169794
focal_loss,20,0.044288181115651644
