criterion,epoch,training_loss
weighted_ce,1,1.6649476757400299
weighted_ce,2,1.2945428893570308
weighted_ce,3,1.0627856125138477
weighted_ce,4,0.8885440587371118
weighted_ce,5,0.7479789364045639
weighted_ce,6,0.6605051230841468
weighted_ce,7,0.5456310601190594
weighted_ce,8,0.4919754000031593
weighted_ce,9,0.4560608483081106
weighted_ce,10,0.4226858490350576
weighted_ce,11,0.3688441394402559
weighted_ce,12,0.3314510300337955
weighted_ce,13,0.32689977246752555
weighted_ce,14,0.2899717096428529
weighted_ce,15,0.24565835783156956
weighted_ce,16,0.26511024936850974
weighted_ce,17,0.26163026653947846
weighted_ce,18,0.21356079801786593
weighted_ce,19,0.1855508125992247
weighted_ce,20,0.17549547566763157
