criterion,epoch,training_loss
ce,1,1.3357611513503678
ce,2,0.8576737038238579
ce,3,0.6523316773535955
ce,4,0.5297281852616068
ce,5,0.4430742066001038
ce,6,0.3730471649057115
ce,7,0.31617846053160364
ce,8,0.2768252729473974
ce,9,0.23175308924249333
ce,10,0.20369648939603582
ce,11,0.17512160399095025
ce,12,0.15532366803173175
ce,13,0.1393819134015485
ce,14,0.129218819193885
ce,15,0.11568243246611275
ce,16,0.10823728676404223
ce,17,0.10338041965154184
ce,18,0.09341304399349425
ce,19,0.08407206668535157
ce,20,0.08734047264137598
