criterion,epoch,train_accuracy,test_accuracy
label_smoothing_ce,1,0.5473972602739726,0.3288
label_smoothing_ce,2,0.702,0.5807
label_smoothing_ce,3,0.7792328767123288,0.6236
label_smoothing_ce,4,0.8218356164383561,0.6407
label_smoothing_ce,5,0.8533698630136987,0.681
label_smoothing_ce,6,0.8743287671232877,0.6994
label_smoothing_ce,7,0.8914246575342466,0.6966
label_smoothing_ce,8,0.9074794520547945,0.713
label_smoothing_ce,9,0.9209041095890411,0.7156
label_smoothing_ce,10,0.931945205479452,0.723
label_smoothing_ce,11,0.9364109589041096,0.7455
label_smoothing_ce,12,0.9465753424657535,0.7408
label_smoothing_ce,13,0.9518904109589041,0.7386
label_smoothing_ce,14,0.9573972602739727,0.7644
label_smoothing_ce,15,0.9625479452054795,0.7322
label_smoothing_ce,16,0.9616438356164384,0.7569
label_smoothing_ce,17,0.966,0.7581
label_smoothing_ce,18,0.9681095890410959,0.7383
label_smoothing_ce,19,0.9706575342465753,0.7376
label_smoothing_ce,20,0.9692602739726027,0.7682
