criterion,epoch,training_loss
label_smoothing_ce,1,1.4789618017794581
label_smoothing_ce,2,1.167003017277726
label_smoothing_ce,3,1.0065914623165297
label_smoothing_ce,4,0.9151659187210003
label_smoothing_ce,5,0.8493154230552046
label_smoothing_ce,6,0.8002572602440722
label_smoothing_ce,7,0.7596088035094133
label_smoothing_ce,8,0.7246238521435633
label_smoothing_ce,9,0.6953939243289927
label_smoothing_ce,10,0.6724095049129893
label_smoothing_ce,11,0.6604167096669119
label_smoothing_ce,12,0.6350499797618953
label_smoothing_ce,13,0.6244200699801202
label_smoothing_ce,14,0.609785489672746
label_smoothing_ce,15,0.6010276823453018
label_smoothing_ce,16,0.6023315521130003
label_smoothing_ce,17,0.5898373693801893
label_smoothing_ce,18,0.5841829916641716
label_smoothing_ce,19,0.5778915991716335
label_smoothing_ce,20,0.5805464439133211
