criterion,epoch,true_class,predicted_class,count
focal_loss,1,0,0,2453
focal_loss,1,0,1,238
focal_loss,1,0,2,439
focal_loss,1,0,3,113
focal_loss,1,0,4,84
focal_loss,1,0,5,80
focal_loss,1,0,6,90
focal_loss,1,0,7,100
focal_loss,1,0,8,1109
focal_loss,1,0,9,294
focal_loss,1,1,0,189
focal_loss,1,1,1,3189
focal_loss,1,1,2,51
focal_loss,1,1,3,67
focal_loss,1,1,4,26
focal_loss,1,1,5,33
focal_loss,1,1,6,71
focal_loss,1,1,7,97
focal_loss,1,1,8,323
focal_loss,1,1,9,954
focal_loss,1,2,0,451
focal_loss,1,2,1,73
focal_loss,1,2,2,1782
focal_loss,1,2,3,468
focal_loss,1,2,4,744
focal_loss,1,2,5,424
focal_loss,1,2,6,568
focal_loss,1,2,7,244
focal_loss,1,2,8,154
focal_loss,1,2,9,92
focal_loss,1,3,0,131
focal_loss,1,3,1,76
focal_loss,1,3,2,477
focal_loss,1,3,3,1533
focal_loss,1,3,4,334
focal_loss,1,3,5,1254
focal_loss,1,3,6,614
focal_loss,1,3,7,345
focal_loss,1,3,8,115
focal_loss,1,3,9,121
focal_loss,1,4,0,191
focal_loss,1,4,1,43
focal_loss,1,4,2,681
focal_loss,1,4,3,328
focal_loss,1,4,4,1953
focal_loss,1,4,5,371
focal_loss,1,4,6,682
focal_loss,1,4,7,590
focal_loss,1,4,8,76
focal_loss,1,4,9,85
focal_loss,1,5,0,68
focal_loss,1,5,1,57
focal_loss,1,5,2,395
focal_loss,1,5,3,1127
focal_loss,1,5,4,374
focal_loss,1,5,5,2057
focal_loss,1,5,6,293
focal_loss,1,5,7,483
focal_loss,1,5,8,39
focal_loss,1,5,9,107
focal_loss,1,6,0,49
focal_loss,1,6,1,65
focal_loss,1,6,2,413
focal_loss,1,6,3,477
focal_loss,1,6,4,552
focal_loss,1,6,5,178
focal_loss,1,6,6,3016
focal_loss,1,6,7,119
focal_loss,1,6,8,55
focal_loss,1,6,9,76
focal_loss,1,7,0,91
focal_loss,1,7,1,98
focal_loss,1,7,2,207
focal_loss,1,7,3,306
focal_loss,1,7,4,528
focal_loss,1,7,5,561
focal_loss,1,7,6,212
focal_loss,1,7,7,2714
focal_loss,1,7,8,50
focal_loss,1,7,9,233
focal_loss,1,8,0,1020
focal_loss,1,8,1,360
focal_loss,1,8,2,160
focal_loss,1,8,3,101
focal_loss,1,8,4,44
focal_loss,1,8,5,44
focal_loss,1,8,6,42
focal_loss,1,8,7,40
focal_loss,1,8,8,2938
focal_loss,1,8,9,251
focal_loss,1,9,0,208
focal_loss,1,9,1,973
focal_loss,1,9,2,43
focal_loss,1,9,3,106
focal_loss,1,9,4,38
focal_loss,1,9,5,54
focal_loss,1,9,6,80
focal_loss,1,9,7,236
focal_loss,1,9,8,287
focal_loss,1,9,9,2975
focal_loss,2,0,0,3490
focal_loss,2,0,1,126
focal_loss,2,0,2,381
focal_loss,2,0,3,102
focal_loss,2,0,4,81
focal_loss,2,0,5,36
focal_loss,2,0,6,63
focal_loss,2,0,7,79
focal_loss,2,0,8,478
focal_loss,2,0,9,164
focal_loss,2,1,0,112
focal_loss,2,1,1,4126
focal_loss,2,1,2,25
focal_loss,2,1,3,37
focal_loss,2,1,4,11
focal_loss,2,1,5,24
focal_loss,2,1,6,37
focal_loss,2,1,7,21
focal_loss,2,1,8,141
focal_loss,2,1,9,466
focal_loss,2,2,0,399
focal_loss,2,2,1,25
focal_loss,2,2,2,2842
focal_loss,2,2,3,394
focal_loss,2,2,4,487
focal_loss,2,2,5,267
focal_loss,2,2,6,346
focal_loss,2,2,7,145
focal_loss,2,2,8,60
focal_loss,2,2,9,35
focal_loss,2,3,0,94
focal_loss,2,3,1,22
focal_loss,2,3,2,396
focal_loss,2,3,3,2299
focal_loss,2,3,4,281
focal_loss,2,3,5,1109
focal_loss,2,3,6,439
focal_loss,2,3,7,187
focal_loss,2,3,8,110
focal_loss,2,3,9,63
focal_loss,2,4,0,128
focal_loss,2,4,1,15
focal_loss,2,4,2,427
focal_loss,2,4,3,265
focal_loss,2,4,4,3094
focal_loss,2,4,5,191
focal_loss,2,4,6,291
focal_loss,2,4,7,500
focal_loss,2,4,8,60
focal_loss,2,4,9,29
focal_loss,2,5,0,37
focal_loss,2,5,1,17
