criterion,epoch,training_loss
focal_loss,1,0.8906607207129983
focal_loss,2,0.5248310296317501
focal_loss,3,0.3853473584060474
focal_loss,4,0.3031637654699328
focal_loss,5,0.2473202971622462
focal_loss,6,0.20268241171260623
focal_loss,7,0.16744579542475893
focal_loss,8,0.14298082619209956
focal_loss,9,0.11991887096591923
focal_loss,10,0.10217634708527713
focal_loss,11,0.08838657245321004
focal_loss,12,0.07751422466548241
focal_loss,13,0.06936382327366934
focal_loss,14,0.06752788528080678
focal_loss,15,0.057343139369731476
focal_loss,16,0.05411663412800073
focal_loss,17,0.05177499275997548
focal_loss,18,0.0485483662804703
focal_loss,19,0.04379762686721152
focal_loss,20,0.04127173600247954
