criterion,epoch,training_loss
focal_loss,1,0.9070231760554301
focal_loss,2,0.5357586681233037
focal_loss,3,0.39351338801710195
focal_loss,4,0.3056506305704336
focal_loss,5,0.24569187275207865
focal_loss,6,0.20165143407347713
focal_loss,7,0.1701740023568082
focal_loss,8,0.1414166921702073
focal_loss,9,0.1177991793450454
focal_loss,10,0.10115307733973922
focal_loss,11,0.0895919494993051
focal_loss,12,0.08264341955418553
focal_loss,13,0.07073531306736991
focal_loss,14,0.06503699495530951
focal_loss,15,0.05803072133370678
focal_loss,16,0.05669748723147261
focal_loss,17,0.05450927596682173
focal_loss,18,0.04785273979519806
focal_loss,19,0.04626993776913589
focal_loss,20,0.042792052075521704
