criterion,epoch,true_class,predicted_class,count
focal_loss,1,0,0,2586
focal_loss,1,0,1,291
focal_loss,1,0,2,424
focal_loss,1,0,3,122
focal_loss,1,0,4,72
focal_loss,1,0,5,70
focal_loss,1,0,6,63
focal_loss,1,0,7,116
focal_loss,1,0,8,931
focal_loss,1,0,9,325
focal_loss,1,1,0,187
focal_loss,1,1,1,3218
focal_loss,1,1,2,33
focal_loss,1,1,3,91
focal_loss,1,1,4,19
focal_loss,1,1,5,39
focal_loss,1,1,6,68
focal_loss,1,1,7,109
focal_loss,1,1,8,338
focal_loss,1,1,9,898
focal_loss,1,2,0,478
focal_loss,1,2,1,73
focal_loss,1,2,2,1763
focal_loss,1,2,3,523
focal_loss,1,2,4,742
focal_loss,1,2,5,382
focal_loss,1,2,6,553
focal_loss,1,2,7,252
focal_loss,1,2,8,139
focal_loss,1,2,9,95
focal_loss,1,3,0,131
focal_loss,1,3,1,99
focal_loss,1,3,2,516
focal_loss,1,3,3,1476
focal_loss,1,3,4,300
focal_loss,1,3,5,1242
focal_loss,1,3,6,625
focal_loss,1,3,7,395
focal_loss,1,3,8,89
focal_loss,1,3,9,127
focal_loss,1,4,0,184
focal_loss,1,4,1,46
focal_loss,1,4,2,763
focal_loss,1,4,3,327
focal_loss,1,4,4,1831
focal_loss,1,4,5,326
focal_loss,1,4,6,782
focal_loss,1,4,7,581
focal_loss,1,4,8,71
focal_loss,1,4,9,89
focal_loss,1,5,0,70
focal_loss,1,5,1,82
focal_loss,1,5,2,413
focal_loss,1,5,3,1157
focal_loss,1,5,4,308
focal_loss,1,5,5,1978
focal_loss,1,5,6,344
focal_loss,1,5,7,500
focal_loss,1,5,8,45
focal_loss,1,5,9,103
focal_loss,1,6,0,44
focal_loss,1,6,1,68
focal_loss,1,6,2,426
focal_loss,1,6,3,500
focal_loss,1,6,4,564
focal_loss,1,6,5,211
focal_loss,1,6,6,2884
focal_loss,1,6,7,165
focal_loss,1,6,8,51
focal_loss,1,6,9,87
focal_loss,1,7,0,96
focal_loss,1,7,1,93
focal_loss,1,7,2,221
focal_loss,1,7,3,340
focal_loss,1,7,4,505
focal_loss,1,7,5,543
focal_loss,1,7,6,249
focal_loss,1,7,7,2636
focal_loss,1,7,8,56
focal_loss,1,7,9,261
focal_loss,1,8,0,935
focal_loss,1,8,1,368
focal_loss,1,8,2,161
focal_loss,1,8,3,108
focal_loss,1,8,4,35
focal_loss,1,8,5,45
focal_loss,1,8,6,49
focal_loss,1,8,7,47
focal_loss,1,8,8,3003
focal_loss,1,8,9,249
focal_loss,1,9,0,240
focal_loss,1,9,1,965
focal_loss,1,9,2,44
focal_loss,1,9,3,127
focal_loss,1,9,4,34
focal_loss,1,9,5,42
focal_loss,1,9,6,76
focal_loss,1,9,7,276
focal_loss,1,9,8,254
focal_loss,1,9,9,2942
focal_loss,2,0,0,3462
focal_loss,2,0,1,128
focal_loss,2,0,2,372
focal_loss,2,0,3,95
focal_loss,2,0,4,92
focal_loss,2,0,5,40
focal_loss,2,0,6,58
focal_loss,2,0,7,79
focal_loss,2,0,8,493
focal_loss,2,0,9,181
focal_loss,2,1,0,101
focal_loss,2,1,1,4160
focal_loss,2,1,2,18
focal_loss,2,1,3,40
focal_loss,2,1,4,15
focal_loss,2,1,5,15
focal_loss,2,1,6,34
