criterion,epoch,training_loss
focal_loss,1,0.8202625347102377
focal_loss,2,0.5339296693977249
focal_loss,3,0.40510186485150235
focal_loss,4,0.31942724744461465
focal_loss,5,0.259621469365945
focal_loss,6,0.21540175003836326
focal_loss,7,0.1785457301265095
focal_loss,8,0.15012472155854603
focal_loss,9,0.12633686393969112
focal_loss,10,0.10995008985001443
focal_loss,11,0.09691285448647945
focal_loss,12,0.0801256298203341
focal_loss,13,0.07272486769693745
focal_loss,14,0.06653833147562427
focal_loss,15,0.06216986876897736
focal_loss,16,0.05803571599405161
focal_loss,17,0.05477630264319858
focal_loss,18,0.04759296325921047
focal_loss,19,0.04520411589288931
focal_loss,20,0.04124895349020977
