criterion,epoch,training_loss
ce,1,1.262843812514103
ce,2,0.8749944788979566
ce,3,0.6712266495891711
ce,4,0.5438801696860017
ce,5,0.45187927338893275
ce,6,0.39043235499574924
ce,7,0.33105400816623887
ce,8,0.2840847857622674
ce,9,0.24736579075690535
ce,10,0.2170264078189999
ce,11,0.18513685139956282
ce,12,0.16397232427253614
ce,13,0.14021885477906768
ce,14,0.12662425808177938
ce,15,0.11520471037634618
ce,16,0.11148064833414952
ce,17,0.09553348064266028
ce,18,0.09414921685378026
ce,19,0.09113799431483585
ce,20,0.08271293235525176
