criterion,epoch,train_accuracy,test_accuracy
focal_loss,1,0.540958904109589,0.3208
focal_loss,2,0.6822465753424658,0.5287
focal_loss,3,0.7509041095890411,0.6044
focal_loss,4,0.7892328767123288,0.6357
focal_loss,5,0.8188493150684931,0.6046
focal_loss,6,0.8405753424657534,0.6235
focal_loss,7,0.8603287671232877,0.6678
focal_loss,8,0.8786027397260274,0.6594
focal_loss,9,0.8915890410958904,0.6746
focal_loss,10,0.9041917808219178,0.6953
focal_loss,11,0.9143287671232877,0.695
focal_loss,12,0.9232328767123288,0.6794
focal_loss,13,0.9306849315068493,0.7289
focal_loss,14,0.9401917808219178,0.7044
focal_loss,15,0.9437808219178082,0.6962
focal_loss,16,0.9485205479452055,0.7167
focal_loss,17,0.9472602739726027,0.7413
focal_loss,18,0.9553150684931507,0.7131
focal_loss,19,0.9578082191780822,0.7229
focal_loss,20,0.959068493150685,0.7384
