criterion,epoch,training_loss
focal_loss,1,0.8079931177264128
focal_loss,2,0.5157890665082296
focal_loss,3,0.3819244419030467
focal_loss,4,0.3032714483342843
focal_loss,5,0.246334020224532
focal_loss,6,0.20403946527066247
focal_loss,7,0.16950848060064735
focal_loss,8,0.14012488149002117
focal_loss,9,0.11932660432959762
focal_loss,10,0.1002308089977649
focal_loss,11,0.0876571164048895
focal_loss,12,0.07818570234258243
focal_loss,13,0.06959338607870029
focal_loss,14,0.061956611747369036
focal_loss,15,0.05549980402942877
focal_loss,16,0.05263768454329412
focal_loss,17,0.05380115123879941
focal_loss,18,0.045642903867714274
focal_loss,19,0.045028474792714136
focal_loss,20,0.040821627223714956
