criterion,epoch,ece_mean,ece_std,ece_ci_low,ece_ci_high,count,n_seeds
class_balanced_loss,14,0.14874978971025682,0.019019470825575355,0.1320784884827291,0.16542109093778454,50000,5
class_balanced_loss,15,0.14276842460532774,0.005645850015926598,0.13781961887018673,0.14771723034046874,50000,5
class_balanced_loss,16,0.15237877097379496,0.009201811057624139,0.1443130279577399,0.16044451398985002,50000,5
class_balanced_loss,17,0.1554055090251033,0.018358177520145076,0.13931385693690657,0.17149716111330005,50000,5
class_balanced_loss,18,0.1638784781151688,0.03805699717695239,0.13052004929395303,0.1972369069363846,50000,5
class_balanced_loss,19,0.15566097337144155,0.00727410018963095,0.14928494343177126,0.16203700331111184,50000,5
class_balanced_loss,20,0.16127224275855195,0.012011322959734087,0.15074385398058554,0.17180063153651837,50000,5
focal_loss,1,0.10370575518464438,0.034097902365134,0.07381762597383691,0.13359388439545183,50000,5
focal_loss,2,0.04900046164290008,0.019020087794470446,0.0323286196182917,0.06567230366750847,50000,5
focal_loss,3,0.03234739480517633,0.012139989714089151,0.021706224644410514,0.042988564965942146,50000,5
focal_loss,4,0.02879676057110403,0.016088430785468826,0.014694629215161447,0.042898891927046615,50000,5
focal_loss,5,0.06540023466083636,0.03213828818242486,0.03722978301473534,0.09357068630693738,50000,5
focal_loss,6,0.06846228428428662,0.02672657769085611,0.04503540603139464,0.0918891625371786,50000,5
focal_loss,7,0.08272929236487028,0.042526865960803684,0.04545285080678574,0.12000573392295483,50000,5
focal_loss,8,0.10566044814286057,0.043693047215848074,0.06736180364511285,0.1439590926406083,50000,5
focal_loss,9,0.11795506862182019,0.028016293523970514,0.09339770459732359,0.1425124326463168,50000,5
focal_loss,10,0.09572270193919333,0.007539562452201256,0.08911398406701233,0.10233141981137432,50000,5
focal_loss,11,0.10763961384663549,0.014391811838862125,0.09502463456693136,0.12025459312633963,50000,5
focal_loss,12,0.12457509301018783,0.02261949824116776,0.10474822862198613,0.14440195739838954,50000,5
focal_loss,13,0.11027738896852268,0.01539855237869935,0.09677996269796846,0.12377481523907691,50000,5
focal_loss,14,0.11453276141344852,0.01033909221314152,0.10547014751187303,0.12359537531502401,50000,5
focal_loss,15,0.12501346393168636,0.02232187182826136,0.10544748059681863,0.14457944726655408,50000,5
focal_loss,16,0.12181503926529309,0.006519253713255501,0.11610066143485347,0.12752941709573273,50000,5
focal_loss,17,0.1212585148475267,0.014394414928965442,0.10864125385874493,0.13387577583630847,50000,5
focal_loss,18,0.12251233842441325,0.01306234724842214,0.111062686238287,0.1339619906105395,50000,5
focal_loss,19,0.11729244988769885,0.011818026890203193,0.10693349258502426,0.12765140719037343,50000,5
focal_loss,20,0.12092855212366542,0.012399481003710208,0.1100599278189402,0.13179717642839064,50000,5
label_smoothing_ce,1,0.13517196767381437,0.035814154924145164,0.10377947676671218,0.16656445858091656,50000,5
label_smoothing_ce,2,0.08545328933578226,0.021381725361804074,0.066711380712774,0.10419519795879054,50000,5
label_smoothing_ce,3,0.05863773497090099,0.01328871568198843,0.046989662104252296,0.07028580783754969,50000,5
label_smoothing_ce,4,0.06554917883025171,0.02910951304473827,0.040033565645950675,0.09106479201455275,50000,5
label_smoothing_ce,5,0.06111441170158168,0.017925693766238666,0.04540184833796136,0.076826975065202,50000,5
label_smoothing_ce,6,0.07797925986793978,0.02320805574499671,0.05763650208154426,0.09832201765433532,50000,5
label_smoothing_ce,7,0.07490121420702388,0.011875835218616062,0.06449158567036653,0.08531084274368123,50000,5
label_smoothing_ce,8,0.07527118449281991,0.016174361382351867,0.06109373164773411,0.08944863733790573,50000,5
label_smoothing_ce,9,0.08205498834937484,0.0077435358152036496,0.075267479941527,0.0888424967572227,50000,5
label_smoothing_ce,10,0.0810757253624262,0.017038696766694627,0.06614064914883885,0.09601080157601355,50000,5
label_smoothing_ce,11,0.08797703397457904,0.019422505436243204,0.07095245733464983,0.10500161061450825,50000,5
label_smoothing_ce,12,0.08489426573269343,0.018789428912662533,0.06842460513230499,0.10136392633308187,50000,5
label_smoothing_ce,13,0.09345158300015732,0.024911646446616562,0.07161556212481564,0.11528760387549901,50000,5
label_smoothing_ce,14,0.08396189757849104,0.016106988188157683,0.0698434999419004,0.09808029521508169,50000,5
label_smoothing_ce,15,0.09110750213669286,0.00840002678906782,0.08374455401872828,0.09847045025465744,50000,5
label_smoothing_ce,16,0.08337348745456089,0.016463020776546322,0.0689430134945921,0.09780396141452967,50000,5
label_smoothing_ce,17,0.08374684900524722,0.02313244678386018,0.06347036539536098,0.10402333261513345,50000,5
label_smoothing_ce,18,0.09303384518488649,0.01909230498731364,0.07629870199976019,0.10976898837001278,50000,5
label_smoothing_ce,19,0.09306043616510003,0.024173003438250126,0.07187186443306076,0.11424900789713929,50000,5
label_smoothing_ce,20,0.08711566998583332,0.020305542537830835,0.06931707719946881,0.10491426277219784,50000,5
weighted_ce,1,0.11068583801301637,0.03295462673911446,0.08179983407279384,0.1395718419532389,50000,5
weighted_ce,2,0.13912517578629682,0.031232279601507085,0.11174887567604687,0.16650147589654676,50000,5
weighted_ce,3,0.1075754714345627,0.0319755681734047,0.07954765016503731,0.13560329270408808,50000,5
weighted_ce,4,0.09132574463360994,0.01864623959764317,0.0749815950016992,0.10766989426552069,50000,5
weighted_ce,5,0.10285228633316676,0.03986430703732178,0.06790968057190785,0.13779489209442566,50000,5
weighted_ce,6,0.10855493869375495,0.021576924714546548,0.08964193029416338,0.1274679470933465,50000,5
weighted_ce,7,0.11106042133840703,0.01917260013523879,0.09425489635294332,0.12786594632387074,50000,5
weighted_ce,8,0.12245745236945978,0.024097711907044822,0.10133487657432731,0.14358002816459223,50000,5
weighted_ce,9,0.11424169203503017,0.018002906060904496,0.0984614491110978,0.13002193495896253,50000,5
weighted_ce,10,0.12381880950449942,0.007367687683583641,0.11736074650948687,0.13027687249951195,50000,5
weighted_ce,11,0.11579659761795325,0.015178399804685317,0.10249214358679845,0.12910105164910804,50000,5
weighted_ce,12,0.12464905146175786,0.009952885896358971,0.11592496232262729,0.13337314060088845,50000,5
weighted_ce,13,0.13557609129372755,0.011123759894497813,0.12582568584425022,0.14532649674320489,50000,5
weighted_ce,14,0.12288016643432922,0.014873945848830686,0.10984257806176782,0.1359177548068906,50000,5
weighted_ce,15,0.13998206485659204,0.017964414664842575,0.12423556112889185,0.1557285685842922,50000,5
weighted_ce,16,0.14241423344683074,0.004857705397737355,0.13815626692909946,0.14667219996456202,50000,5
weighted_ce,17,0.14550836885869992,0.010741898212041993,0.13609267993177226,0.15492405778562757,50000,5
weighted_ce,18,0.14514973933398206,0.011894777827013673,0.13472350686898582,0.1555759717989783,50000,5
weighted_ce,19,0.15277984644326134,0.027028059516235978,0.12908870771900155,0.17647098516752113,50000,5
weighted_ce,20,0.1577657270408684,0.023301893199172096,0.13734071709933515,0.17819073698240162,50000,5
