split,criterion,seed,epoch,Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,Top-3 Acc,Macro Recall@3
balanced,focal_loss,seed_2,12,0.7858,0.7966308024792921,0.7857999999999999,0.7877404200550446,0.7877404200550445,0.9537,0.9537000000000001
balanced,focal_loss,seed_2,13,0.7969,0.7996715211373197,0.7968999999999999,0.7964509788439101,0.7964509788439101,0.9524,0.9523999999999999
balanced,focal_loss,seed_2,14,0.803,0.8088359460811103,0.8029999999999999,0.8045504688565124,0.8045504688565123,0.9575,0.9575000000000001
balanced,focal_loss,seed_2,15,0.8088,0.8153466506216287,0.8088,0.8101200804276274,0.8101200804276274,0.9612,0.9611999999999998
balanced,focal_loss,seed_2,16,0.8034,0.8135002351823598,0.8033999999999999,0.8062435562241511,0.8062435562241511,0.9601,0.9601
balanced,focal_loss,seed_2,17,0.8086,0.8137174008170229,0.8086,0.8101419819557799,0.81014198195578,0.9614,0.9614
balanced,focal_loss,seed_2,18,0.7968,0.8048949074716095,0.7968,0.7984181761432507,0.798418176143251,0.9572,0.9571999999999999
balanced,focal_loss,seed_2,19,0.7865,0.8005341213289968,0.7865,0.7890945848506441,0.7890945848506442,0.9511,0.9511
balanced,focal_loss,seed_2,20,0.8116,0.8199723315396253,0.8116,0.8137503087219425,0.8137503087219425,0.9596,0.9596
balanced,focal_loss,seed_18,1,0.5744,0.595707141862182,0.5744,0.5679907142438297,0.5679907142438296,0.8736,0.8736
balanced,focal_loss,seed_18,2,0.659,0.6776568228304078,0.659,0.6574600387010899,0.6574600387010898,0.9146,0.9146000000000001
balanced,focal_loss,seed_18,3,0.7104,0.7427493143797903,0.7104,0.715889560441281,0.715889560441281,0.932,0.932
balanced,focal_loss,seed_18,4,0.7221,0.7577169229863113,0.7220999999999999,0.7281871416502704,0.7281871416502703,0.937,0.937
balanced,focal_loss,seed_18,5,0.6962,0.7568319119675665,0.6961999999999999,0.708091256475124,0.7080912564751239,0.9274,0.9273999999999999
balanced,focal_loss,seed_18,6,0.7665,0.7755266325019508,0.7665000000000001,0.7686925576484189,0.768692557648419,0.9439,0.9439
balanced,focal_loss,seed_18,7,0.759,0.7702958334851217,0.759,0.759629946622231,0.759629946622231,0.9486,0.9485999999999999
balanced,focal_loss,seed_18,8,0.7642,0.7755184265516702,0.7642000000000001,0.7661507620668436,0.7661507620668436,0.9483,0.9483
balanced,focal_loss,seed_18,9,0.7745,0.7778817068147215,0.7745,0.7719173997631779,0.771917399763178,0.9508,0.9507999999999999
balanced,focal_loss,seed_18,10,0.7738,0.7955718101358797,0.7737999999999999,0.7779390333195403,0.7779390333195403,0.9519,0.9519
balanced,focal_loss,seed_18,11,0.7781,0.790985155759145,0.7781,0.7797312804942985,0.7797312804942984,0.947,0.9470000000000001
balanced,focal_loss,seed_18,12,0.8003,0.8046696838195986,0.8003,0.7997877703183155,0.7997877703183156,0.9604,0.9603999999999999
balanced,focal_loss,seed_18,13,0.7954,0.7982997967773693,0.7953999999999999,0.7961610932943124,0.7961610932943125,0.9517,0.9517000000000001
balanced,focal_loss,seed_18,14,0.8,0.8066173108560637,0.8,0.801902307184173,0.801902307184173,0.9588,0.9588000000000001
balanced,focal_loss,seed_18,15,0.7945,0.8005407688685953,0.7945,0.7924099759840769,0.792409975984077,0.9553,0.9553
balanced,focal_loss,seed_18,16,0.8007,0.808750287451258,0.8007,0.7984528219669291,0.7984528219669292,0.9612,0.9612000000000002
balanced,focal_loss,seed_18,17,0.7976,0.8026563560475107,0.7976,0.7967880842581077,0.7967880842581077,0.9565,0.9564999999999999
balanced,focal_loss,seed_18,18,0.802,0.8078324473523155,0.8019999999999999,0.7995897560006366,0.7995897560006368,0.9579,0.9578999999999999
balanced,focal_loss,seed_18,19,0.8047,0.8103386933089597,0.8047000000000001,0.8046281094257838,0.8046281094257838,0.9613,0.9613000000000002
balanced,focal_loss,seed_18,20,0.7977,0.8113538368483602,0.7977000000000001,0.7979053274492957,0.7979053274492958,0.9597,0.9597
balanced,focal_loss,seed_33,1,0.5895,0.6186997582752818,0.5894999999999999,0.585660605300198,0.585660605300198,0.8779,0.8778999999999998
