criterion,epoch,training_loss
label_smoothing_ce,1,1.4897588215859676
label_smoothing_ce,2,1.1894979116795568
label_smoothing_ce,3,1.0418766930099126
label_smoothing_ce,4,0.9424699853890414
label_smoothing_ce,5,0.8695429315082663
label_smoothing_ce,6,0.8206775579895113
label_smoothing_ce,7,0.7743392414470479
label_smoothing_ce,8,0.7363818502885447
label_smoothing_ce,9,0.7074119829672231
label_smoothing_ce,10,0.6859709959731628
label_smoothing_ce,11,0.6552485262032357
label_smoothing_ce,12,0.6403100977010777
label_smoothing_ce,13,0.6253274363936977
label_smoothing_ce,14,0.6143996148727404
label_smoothing_ce,15,0.604618468760609
label_smoothing_ce,16,0.5983771606627363
label_smoothing_ce,17,0.5931883204839276
label_smoothing_ce,18,0.5835959840363671
label_smoothing_ce,19,0.580796575796792
label_smoothing_ce,20,0.5785119634793644
