criterion,epoch,training_loss
label_smoothing_ce,1,1.5321813619045346
label_smoothing_ce,2,1.1468979757460183
label_smoothing_ce,3,0.9953739346598115
label_smoothing_ce,4,0.904612133036489
label_smoothing_ce,5,0.8389473801378704
label_smoothing_ce,6,0.793543495104441
label_smoothing_ce,7,0.7519974136901328
label_smoothing_ce,8,0.7207096873037041
label_smoothing_ce,9,0.6909448085233684
label_smoothing_ce,10,0.6754618437241411
label_smoothing_ce,11,0.6542335433880692
label_smoothing_ce,12,0.6414674610433067
label_smoothing_ce,13,0.6209728385481383
label_smoothing_ce,14,0.6167005214392377
label_smoothing_ce,15,0.6038249487919576
label_smoothing_ce,16,0.6023828014540855
label_smoothing_ce,17,0.5931997665816255
label_smoothing_ce,18,0.5872760169646319
label_smoothing_ce,19,0.5847549519270582
label_smoothing_ce,20,0.5793039422205952
