criterion,epoch,true_class,predicted_class,count
ce,1,0,0,2791
ce,1,0,1,261
ce,1,0,2,381
ce,1,0,3,102
ce,1,0,4,84
ce,1,0,5,61
ce,1,0,6,69
ce,1,0,7,137
ce,1,0,8,864
ce,1,0,9,250
ce,1,1,0,198
ce,1,1,1,3459
ce,1,1,2,36
ce,1,1,3,74
ce,1,1,4,24
ce,1,1,5,48
ce,1,1,6,70
ce,1,1,7,73
ce,1,1,8,306
ce,1,1,9,712
ce,1,2,0,495
ce,1,2,1,86
ce,1,2,2,1790
ce,1,2,3,464
ce,1,2,4,768
ce,1,2,5,394
ce,1,2,6,541
ce,1,2,7,245
ce,1,2,8,146
ce,1,2,9,71
ce,1,3,0,128
ce,1,3,1,108
ce,1,3,2,460
ce,1,3,3,1581
ce,1,3,4,388
ce,1,3,5,1115
ce,1,3,6,642
ce,1,3,7,314
ce,1,3,8,126
ce,1,3,9,138
ce,1,4,0,205
ce,1,4,1,59
ce,1,4,2,658
ce,1,4,3,338
ce,1,4,4,2082
ce,1,4,5,278
ce,1,4,6,591
ce,1,4,7,615
ce,1,4,8,67
ce,1,4,9,107
ce,1,5,0,79
ce,1,5,1,112
ce,1,5,2,363
ce,1,5,3,1036
ce,1,5,4,393
ce,1,5,5,2102
ce,1,5,6,311
ce,1,5,7,471
ce,1,5,8,36
ce,1,5,9,97
ce,1,6,0,68
ce,1,6,1,88
ce,1,6,2,381
ce,1,6,3,450
ce,1,6,4,484
ce,1,6,5,228
ce,1,6,6,3092
ce,1,6,7,105
ce,1,6,8,35
ce,1,6,9,69
ce,1,7,0,98
ce,1,7,1,127
ce,1,7,2,227
ce,1,7,3,273
ce,1,7,4,512
ce,1,7,5,515
ce,1,7,6,162
ce,1,7,7,2801
ce,1,7,8,43
ce,1,7,9,242
ce,1,8,0,782
ce,1,8,1,379
ce,1,8,2,140
ce,1,8,3,111
ce,1,8,4,34
ce,1,8,5,24
ce,1,8,6,50
ce,1,8,7,35
ce,1,8,8,3190
ce,1,8,9,255
ce,1,9,0,220
ce,1,9,1,780
ce,1,9,2,35
ce,1,9,3,103
ce,1,9,4,41
ce,1,9,5,45
ce,1,9,6,62
ce,1,9,7,207
ce,1,9,8,274
