criterion,epoch,train_accuracy,test_accuracy
ce,1,0.52242,0.6199
ce,2,0.71028,0.7276
ce,3,0.78092,0.7535
ce,4,0.82034,0.7584
ce,5,0.85154,0.7749
ce,6,0.8703,0.7642
ce,7,0.8912,0.779
ce,8,0.90586,0.7891
ce,9,0.91928,0.7925
ce,10,0.92628,0.7776
ce,11,0.93622,0.8097
ce,12,0.9441,0.806
ce,13,0.94916,0.8173
ce,14,0.9541,0.8044
ce,15,0.95958,0.8015
ce,16,0.95874,0.8317
ce,17,0.96408,0.8182
ce,18,0.96622,0.8177
ce,19,0.96806,0.8073
ce,20,0.96952,0.8283
