criterion,epoch,training_loss
ce,1,1.307277417548782
ce,2,0.8255968470021587
ce,3,0.6321809912657799
ce,4,0.5184460760229994
ce,5,0.4321151514206549
ce,6,0.37221288446651396
ce,7,0.3147584731831118
ce,8,0.26979037448573295
ce,9,0.23289703189983696
ce,10,0.2055323186718747
ce,11,0.17902713671298054
ce,12,0.15784091618188353
ce,13,0.1446997965650295
ce,14,0.12830314445940544
ce,15,0.11471339455588966
ce,16,0.11427896482693722
ce,17,0.10181781533531502
ce,18,0.09477188560055912
ce,19,0.09348976402007558
ce,20,0.08694576968863497
