criterion,epoch,train_accuracy,test_accuracy
focal_loss,1,0.542,0.3759
focal_loss,2,0.6753150684931507,0.5598
focal_loss,3,0.7491780821917808,0.6353
focal_loss,4,0.792,0.688
focal_loss,5,0.8216438356164384,0.6769
focal_loss,6,0.8427397260273972,0.6616
focal_loss,7,0.8621643835616438,0.6629
focal_loss,8,0.8767123287671232,0.625
focal_loss,9,0.8877260273972603,0.6693
focal_loss,10,0.9032602739726028,0.6848
focal_loss,11,0.9137260273972603,0.6847
focal_loss,12,0.9226027397260274,0.6905
focal_loss,13,0.9317534246575343,0.6955
focal_loss,14,0.9378630136986301,0.7177
focal_loss,15,0.9408219178082192,0.742
focal_loss,16,0.9485205479452055,0.7188
focal_loss,17,0.949068493150685,0.7241
focal_loss,18,0.9543835616438356,0.7157
focal_loss,19,0.9566849315068493,0.7452
focal_loss,20,0.9595890410958904,0.732
