criterion,epoch,training_loss
focal_loss,1,0.7997785091086987
focal_loss,2,0.5193939522665562
focal_loss,3,0.3872611921169712
focal_loss,4,0.30540452773589805
focal_loss,5,0.2456209699504221
focal_loss,6,0.20421407590970894
focal_loss,7,0.1699414019213562
focal_loss,8,0.14080464327789438
focal_loss,9,0.12096045984056389
focal_loss,10,0.10116987176493933
focal_loss,11,0.09145442826343919
focal_loss,12,0.07996899012032564
focal_loss,13,0.06943324415238278
focal_loss,14,0.06223147380575146
focal_loss,15,0.0595287969352224
focal_loss,16,0.05190305602565512
focal_loss,17,0.05346259691682359
focal_loss,18,0.04538311033008943
focal_loss,19,0.043755590479785084
focal_loss,20,0.04259636207316935
