criterion,epoch,confidence,confidence_std,confidence_ci_low,confidence_ci_high,accuracy,accuracy_std,accuracy_ci_low,accuracy_ci_high,count,n_seeds
class_balanced_loss,19,0.9022152059236985,0.006742848533264294,0.896304838592212,0.9081255732551851,0.7466,0.011032452129966402,0.7369296293349221,0.756270370665078,50000,5
class_balanced_loss,20,0.905948927502932,0.010367323871229973,0.896861567461968,0.915036287543896,0.74474,0.017780551172559295,0.7291546597290915,0.7603253402709084,50000,5
focal_loss,1,0.44155388576536597,0.02801474506069379,0.41699787902877516,0.4661098925019568,0.34581999999999996,0.03381651963168297,0.31617851362971144,0.3754614863702885,50000,5
focal_loss,2,0.587967132817395,0.013895473783696162,0.5757872130251099,0.60014705260968,0.54152,0.028493016688304545,0.5165447696979587,0.5664952303020413,50000,5
focal_loss,3,0.6218144431697992,0.013839828263339786,0.609683298826649,0.6339455875129494,0.60524,0.027371207499852834,0.5812480788063982,0.6292319211936018,50000,5
focal_loss,4,0.6581818469261348,0.00934632760209465,0.6499894295736944,0.6663742642785752,0.64466,0.0318322635073285,0.6167577908086116,0.6725622091913884,50000,5
focal_loss,5,0.6931111155554033,0.017160474473094354,0.6780692964757916,0.7081529346350149,0.6295999999999999,0.030529739599282527,0.6028395033528897,0.6563604966471102,50000,5
focal_loss,6,0.714293850342529,0.015291845305319586,0.7008899569457196,0.7276977437393384,0.6471199999999999,0.02129570379207974,0.6284534926073461,0.6657865073926538,50000,5
focal_loss,7,0.7322708126315931,0.012487382039056163,0.72132513967226,0.7432164855909262,0.6495599999999999,0.03747803356634389,0.6167090551587933,0.6824109448412066,50000,5
focal_loss,8,0.7582822048092439,0.00813573274339976,0.7511509206365269,0.7654134889819609,0.6526799999999999,0.03718839872863581,0.6200829312876142,0.6852770687123857,50000,5
focal_loss,9,0.774760262307779,0.010039126747099964,0.7659605797300082,0.7835599448855497,0.6568799999999999,0.025917889574577628,0.6341619681345412,0.6795980318654586,50000,5
focal_loss,10,0.7825555433009113,0.011440644929259104,0.7725273758717527,0.7925837107300698,0.68694,0.016738369096181385,0.672268172596435,0.701611827403565,50000,5
focal_loss,11,0.7944585121631405,0.005749905868368747,0.7894184974518687,0.7994985268744123,0.68696,0.016707722765236445,0.6723150352899026,0.7016049647100975,50000,5
focal_loss,12,0.8071428523509881,0.007869610153133519,0.8002448349135272,0.8140408697884491,0.6826000000000001,0.01932317261735246,0.6656624924147619,0.6995375075852382,50000,5
focal_loss,13,0.8226074426380448,0.005928062945639224,0.8174112663632768,0.8278036189128127,0.71236,0.017766485302388866,0.6967869890079021,0.7279330109920978,50000,5
focal_loss,14,0.8207060338988729,0.006898544759776233,0.8146591928076286,0.8267528749901172,0.7064,0.008268313008105106,0.6991525041014155,0.7136474958985846,50000,5
focal_loss,15,0.8278934639316864,0.005876707395883579,0.8227423027810263,0.8330446250823464,0.7028800000000001,0.024228020967466565,0.6816432032773302,0.7241167967226699,50000,5
focal_loss,16,0.8348150392652938,0.010775413965414605,0.8253699724852457,0.8442601060453419,0.713,0.006625330180451407,0.7071926420465068,0.7188073579534932,50000,5
focal_loss,17,0.8366025154918095,0.009979826777670132,0.8278548116290206,0.8453502193545984,0.7153799999999999,0.018310297649137205,0.6993303164691635,0.7314296835308363,50000,5
focal_loss,18,0.8359067832944739,0.007790021782248895,0.8290785281399593,0.8427350384489884,0.71354,0.006096146323703207,0.7081964921484103,0.7188835078515896,50000,5
focal_loss,19,0.8389477541632283,0.00666940459388118,0.8331017632830122,0.8447937450434444,0.72172,0.01631768978746684,0.7074169142685923,0.7360230857314077,50000,5
focal_loss,20,0.8408742936717359,0.010509158499641067,0.8316626100974612,0.8500859772460106,0.7200599999999999,0.01641471900460072,0.7056718644098687,0.7344481355901311,50000,5
label_smoothing_ce,1,0.47512015957040177,0.027066498882993287,0.4513953272556061,0.49884499188519743,0.3411,0.03836912821527225,0.3074679762607125,0.37473202373928755,50000,5
label_smoothing_ce,2,0.6459819106715667,0.012158141729342617,0.635324829567907,0.6566389917752264,0.5606,0.027401642286549167,0.5365814015396402,0.5846185984603598,50000,5
label_smoothing_ce,3,0.6789416034865774,0.008271569137106645,0.6716912534650827,0.686191953508072,0.62044,0.016629582075325867,0.6058635286245264,0.6350164713754736,50000,5
label_smoothing_ce,4,0.7072474450940998,0.009624930395004554,0.6988108216264616,0.7156840685617379,0.642,0.02033666639348738,0.6241741259513033,0.6598258740486967,50000,5
label_smoothing_ce,5,0.7318833045078874,0.006721504921036266,0.7259916456773892,0.7377749633383857,0.67138,0.014388432854206185,0.658767982530935,0.6839920174690649,50000,5
label_smoothing_ce,6,0.7596237649672078,0.006211277049913363,0.7541793405846171,0.7650681893497986,0.6828000000000001,0.018659180046293557,0.6664445075647354,0.6991554924352648,50000,5
label_smoothing_ce,7,0.7652298849153392,0.007632174452347721,0.7585399890458372,0.7719197807848411,0.6904,0.008782084035125133,0.682702163940431,0.698097836059569,50000,5
label_smoothing_ce,8,0.7726071563249349,0.012450254506569712,0.7616940270827006,0.7835202855671692,0.6975,0.01615735126807608,0.6833374571774699,0.7116625428225302,50000,5
label_smoothing_ce,9,0.7894116941808251,0.010864317782704564,0.7798886997690405,0.7989346885926097,0.70744,0.0075975653995211095,0.7007804403028428,0.7140995596971571,50000,5
label_smoothing_ce,10,0.7935122630172049,0.010485411848987644,0.7843213942999689,0.8027031317344409,0.7125199999999999,0.02020784501128215,0.6948070428713893,0.7302329571286106,50000,5
label_smoothing_ce,11,0.800227308830749,0.009076177264366781,0.7922716886898759,0.8081829289716221,0.71268,0.021333588540140204,0.6939802851615325,0.7313797148384674,50000,5
label_smoothing_ce,12,0.8073920144725463,0.006593541465644634,0.8016125205561254,0.8131715083889671,0.7232000000000001,0.016430611674554303,0.7087979338704476,0.7376020661295525,50000,5
label_smoothing_ce,13,0.8069454654586761,0.013003173417221294,0.7955476814224991,0.818343249494853,0.71548,0.021112602871271004,0.6969739876407692,0.7339860123592308,50000,5
label_smoothing_ce,14,0.8126818975784929,0.007561919430264591,0.8060535829510052,0.8193102122059805,0.72872,0.02183980311266563,0.7095765685249483,0.7478634314750517,50000,5
label_smoothing_ce,15,0.8170160295119471,0.007146117524096017,0.8107521813247872,0.8232798776991069,0.72604,0.005856022540940222,0.7209069699241092,0.7311730300758909,50000,5
label_smoothing_ce,16,0.8174012885554685,0.010221205353592326,0.8084420070422825,0.8263605700686544,0.7344,0.014878844041120939,0.7213581181725949,0.7474418818274052,50000,5
label_smoothing_ce,17,0.8242985801630676,0.009869206042160824,0.8156478396501321,0.832949320676003,0.74068,0.018895025800458706,0.7241177796464363,0.7572422203535637,50000,5
label_smoothing_ce,18,0.8219006393439845,0.00667720620109593,0.8160478100535346,0.8277534686344344,0.72922,0.02372523972481626,0.7084239104675903,0.7500160895324096,50000,5
label_smoothing_ce,19,0.8189704241945475,0.007542951954674541,0.812358735292454,0.825582113096641,0.7259800000000001,0.019733398085479376,0.7086829139378912,0.743277086062109,50000,5
label_smoothing_ce,20,0.8251177422913495,0.005669420501303741,0.8201482761148426,0.8300872084678563,0.73812,0.02017255561400191,0.7204379753919411,0.7558020246080589,50000,5
weighted_ce,1,0.39700659669452204,0.033232519494648775,0.36787700901430237,0.4261361843747417,0.2889,0.05179638018240269,0.24349847098610006,0.3343015290138999,50000,5
weighted_ce,2,0.6279082863801511,0.021046680914435997,0.6094600571637839,0.6463565155965182,0.48918,0.016184776797966656,0.4749934176406014,0.5033665823593986,50000,5
weighted_ce,3,0.6808516026131303,0.01221558603246025,0.6701441693577277,0.6915590358685328,0.5736,0.0203232625333631,0.5557858749527236,0.5914141250472764,50000,5
weighted_ce,4,0.7123356501487338,0.013835370445361579,0.7002084132553236,0.724462887042144,0.62248,0.013807860080403482,0.6103768770046736,0.6345831229953265,50000,5
weighted_ce,5,0.7388696892605127,0.017752057944131275,0.7233093244055043,0.754430054115521,0.63604,0.03979771350215987,0.6011557660459629,0.6709242339540372,50000,5
weighted_ce,6,0.7746108645987367,0.010822501101012193,0.7651245241245523,0.7840972050729211,0.66622,0.014560975242063973,0.653456742459701,0.6789832575402991,50000,5
weighted_ce,7,0.7990301586771431,0.01405094615836648,0.7867139613398907,0.8113463560143955,0.68824,0.016705478143411532,0.6735970027876803,0.7028829972123196,50000,5
weighted_ce,8,0.8134774523694622,0.012717770435220542,0.8023298350770293,0.8246250696618952,0.69102,0.01440180544237425,0.6783962609405929,0.703643739059407,50000,5
weighted_ce,9,0.8195267182852619,0.01777498873273694,0.8039462537078303,0.8351071828626935,0.7053200000000001,0.0157441100097783,0.6915196791109772,0.7191203208890229,50000,5
weighted_ce,10,0.8249264562686092,0.006340693060153017,0.8193685937514795,0.8304843187857388,0.70114,0.013041587326702221,0.6897085446875737,0.7125714553124263,50000,5
weighted_ce,11,0.8439269113148373,0.01046491864965187,0.8347540056788236,0.853099816950851,0.72822,0.01730800392881858,0.7130488656508487,0.7433911343491513,50000,5
weighted_ce,12,0.8531505768582409,0.012936724554395604,0.8418110378183917,0.8644901158980901,0.72862,0.008830175536194038,0.7208800098811433,0.7363599901188568,50000,5
weighted_ce,13,0.8576690928875221,0.013906423572865171,0.845479575181852,0.8698586105931922,0.7222,0.01751699175086865,0.7068456797480318,0.7375543202519681,50000,5
weighted_ce,14,0.8665807652719533,0.012166376037682329,0.855916466478801,0.8772450640651055,0.74378,0.02276383096053913,0.7238266224052167,0.7637333775947833,50000,5
weighted_ce,15,0.877146408615587,0.008644344267275271,0.869569306785792,0.884723510445382,0.7372,0.01889087081105578,0.7206414216552266,0.7537585783447733,50000,5
weighted_ce,16,0.8816742334468287,0.01265200968730281,0.8705842579914131,0.8927642089022443,0.73926,0.01275433259720006,0.7280803345595676,0.7504396654404325,50000,5
weighted_ce,17,0.8808083688586983,0.013765392274800031,0.8687424705362442,0.8928742671811524,0.7353,0.022582736769488354,0.7155053584624524,0.7550946415375475,50000,5
weighted_ce,18,0.879045679648557,0.007332250317993171,0.8726186788740387,0.8854726804230753,0.73394,0.011044138716984682,0.7242593855897469,0.7436206144102532,50000,5
weighted_ce,19,0.890399846443261,0.009048269789629682,0.8824686882825401,0.8983310046039819,0.7376199999999999,0.03383019361458047,0.707966527855241,0.7672734721447589,50000,5
weighted_ce,20,0.8885892843217789,0.01679474737488322,0.8738680391780702,0.9033105294654875,0.73088,0.03818529821803151,0.697409110357805,0.764350889642195,50000,5
