criterion,epoch,true_class,predicted_class,count
class_balanced_loss,1,0,0,123
class_balanced_loss,1,0,1,24
class_balanced_loss,1,0,2,24
class_balanced_loss,1,0,3,21
class_balanced_loss,1,0,4,17
class_balanced_loss,1,0,5,22
class_balanced_loss,1,0,6,8
class_balanced_loss,1,0,7,25
class_balanced_loss,1,0,8,191
class_balanced_loss,1,0,9,45
class_balanced_loss,1,1,0,13
class_balanced_loss,1,1,1,186
class_balanced_loss,1,1,2,0
class_balanced_loss,1,1,3,7
class_balanced_loss,1,1,4,5
class_balanced_loss,1,1,5,14
class_balanced_loss,1,1,6,18
class_balanced_loss,1,1,7,21
class_balanced_loss,1,1,8,67
class_balanced_loss,1,1,9,169
class_balanced_loss,1,2,0,44
class_balanced_loss,1,2,1,4
class_balanced_loss,1,2,2,32
class_balanced_loss,1,2,3,62
class_balanced_loss,1,2,4,116
class_balanced_loss,1,2,5,67
class_balanced_loss,1,2,6,79
class_balanced_loss,1,2,7,42
class_balanced_loss,1,2,8,35
class_balanced_loss,1,2,9,19
class_balanced_loss,1,3,0,139
class_balanced_loss,1,3,1,88
class_balanced_loss,1,3,2,210
class_balanced_loss,1,3,3,1166
class_balanced_loss,1,3,4,464
class_balanced_loss,1,3,5,1470
class_balanced_loss,1,3,6,718
class_balanced_loss,1,3,7,385
class_balanced_loss,1,3,8,172
class_balanced_loss,1,3,9,188
class_balanced_loss,1,4,0,159
class_balanced_loss,1,4,1,39
class_balanced_loss,1,4,2,335
class_balanced_loss,1,4,3,417
class_balanced_loss,1,4,4,1614
class_balanced_loss,1,4,5,610
class_balanced_loss,1,4,6,817
class_balanced_loss,1,4,7,661
class_balanced_loss,1,4,8,216
class_balanced_loss,1,4,9,132
class_balanced_loss,1,5,0,111
class_balanced_loss,1,5,1,78
class_balanced_loss,1,5,2,167
class_balanced_loss,1,5,3,1042
class_balanced_loss,1,5,4,496
class_balanced_loss,1,5,5,1895
class_balanced_loss,1,5,6,460
class_balanced_loss,1,5,7,494
class_balanced_loss,1,5,8,117
class_balanced_loss,1,5,9,140
