criterion,epoch,training_loss
class_balanced_loss,1,1.6504704150552298
class_balanced_loss,2,1.2502283728477626
class_balanced_loss,3,1.0309706820915543
class_balanced_loss,4,0.8798990481893569
class_balanced_loss,5,0.7484490229974904
class_balanced_loss,6,0.6639041042578409
class_balanced_loss,7,0.5635895398681928
class_balanced_loss,8,0.4988678836780755
class_balanced_loss,9,0.46513812452711284
class_balanced_loss,10,0.42409960137461616
class_balanced_loss,11,0.36483323365293324
class_balanced_loss,12,0.3300188334361893
class_balanced_loss,13,0.3245995622878526
class_balanced_loss,14,0.29123822153397494
class_balanced_loss,15,0.28541542675783255
class_balanced_loss,16,0.2605649646952252
class_balanced_loss,17,0.24203832805704736
class_balanced_loss,18,0.21998847655025547
class_balanced_loss,19,0.1659803348259051
class_balanced_loss,20,0.20754471387316176
