criterion,epoch,train_accuracy,test_accuracy
class_balanced_loss,1,0.42632876712328766,0.2898
class_balanced_loss,2,0.5738356164383561,0.4676
class_balanced_loss,3,0.6454246575342466,0.5957
class_balanced_loss,4,0.6873698630136986,0.6379
class_balanced_loss,5,0.7266849315068493,0.6578
class_balanced_loss,6,0.7557534246575343,0.6801
class_balanced_loss,7,0.7847397260273973,0.6722
class_balanced_loss,8,0.8055342465753424,0.7036
class_balanced_loss,9,0.8189041095890411,0.7111
class_balanced_loss,10,0.832027397260274,0.7333
class_balanced_loss,11,0.8534246575342466,0.7106
class_balanced_loss,12,0.8644931506849315,0.7537
class_balanced_loss,13,0.867972602739726,0.7249
class_balanced_loss,14,0.8824931506849315,0.7231
class_balanced_loss,15,0.8835342465753425,0.7225
class_balanced_loss,16,0.8923561643835617,0.7322
class_balanced_loss,17,0.9017260273972603,0.7063
class_balanced_loss,18,0.911013698630137,0.7709
class_balanced_loss,19,0.9287123287671233,0.7334
class_balanced_loss,20,0.9172054794520548,0.7456
