criterion,epoch,train_accuracy,test_accuracy
ce,1,0.50564,0.5967
ce,2,0.6968,0.6928
ce,3,0.77088,0.7357
ce,4,0.81358,0.7332
ce,5,0.84536,0.7531
ce,6,0.86872,0.7717
ce,7,0.88732,0.7566
ce,8,0.89954,0.7745
ce,9,0.91464,0.7787
ce,10,0.92598,0.7997
ce,11,0.93452,0.817
ce,12,0.94368,0.7967
ce,13,0.9462,0.8161
ce,14,0.95244,0.8156
ce,15,0.95784,0.81
ce,16,0.95902,0.8241
ce,17,0.96362,0.8171
ce,18,0.96518,0.826
ce,19,0.96702,0.8271
ce,20,0.9692,0.8269
