criterion,epoch,train_accuracy,test_accuracy
focal_loss,1,0.533095890410959,0.3634
focal_loss,2,0.6764109589041096,0.5763
focal_loss,3,0.7456986301369863,0.63
focal_loss,4,0.783945205479452,0.6426
focal_loss,5,0.8157260273972603,0.6174
focal_loss,6,0.8352328767123288,0.6512
focal_loss,7,0.8552602739726027,0.6276
focal_loss,8,0.8729589041095891,0.6689
focal_loss,9,0.8832054794520547,0.6466
focal_loss,10,0.9003561643835617,0.6594
focal_loss,11,0.9094794520547945,0.6645
focal_loss,12,0.917095890410959,0.6734
focal_loss,13,0.9274794520547945,0.7307
focal_loss,14,0.9324931506849315,0.6947
focal_loss,15,0.9364109589041096,0.6781
focal_loss,16,0.9421095890410959,0.712
focal_loss,17,0.947068493150685,0.7047
focal_loss,18,0.9527397260273973,0.7214
focal_loss,19,0.9540821917808219,0.7029
focal_loss,20,0.959068493150685,0.6989
