criterion,epoch,training_loss
ce,1,1.325540304488843
ce,2,0.8443843358770355
ce,3,0.639335157602187
ce,4,0.5155554321758887
ce,5,0.4283656805486935
ce,6,0.36228453388909243
ce,7,0.31078544247638235
ce,8,0.2617677692514475
ce,9,0.2275900085887793
ce,10,0.19423884612596248
ce,11,0.16987764014793402
ce,12,0.15076592595071134
ce,13,0.13360978780038027
ce,14,0.1213255212677981
ce,15,0.11157803516834974
ce,16,0.10686251704874056
ce,17,0.0904433440025229
ce,18,0.09868758216814692
ce,19,0.08670148319151501
ce,20,0.08106066556879656
