criterion,epoch,training_loss
label_smoothing_ce,1,1.4698924898266166
label_smoothing_ce,2,1.1545274112562791
label_smoothing_ce,3,1.0084555602115424
label_smoothing_ce,4,0.919096044922042
label_smoothing_ce,5,0.8542504853417284
label_smoothing_ce,6,0.8070945800290217
label_smoothing_ce,7,0.7611551841169648
label_smoothing_ce,8,0.731876652211525
label_smoothing_ce,9,0.7009030993890846
label_smoothing_ce,10,0.6730106019932001
label_smoothing_ce,11,0.6507524290560841
label_smoothing_ce,12,0.6384200304485662
label_smoothing_ce,13,0.6231888950184222
label_smoothing_ce,14,0.6096900195248699
label_smoothing_ce,15,0.6055990907440252
label_smoothing_ce,16,0.5984315100776753
label_smoothing_ce,17,0.5818341374397278
label_smoothing_ce,18,0.586667779343767
label_smoothing_ce,19,0.5816232188361747
label_smoothing_ce,20,0.5794481761401254
