criterion,epoch,train_accuracy,test_accuracy
label_smoothing_ce,1,0.5499178082191781,0.3496
label_smoothing_ce,2,0.7095890410958904,0.5253
label_smoothing_ce,3,0.7791232876712328,0.6034
label_smoothing_ce,4,0.8203013698630137,0.6086
label_smoothing_ce,5,0.8498904109589042,0.6709
label_smoothing_ce,6,0.8706575342465753,0.6649
label_smoothing_ce,7,0.8902191780821918,0.6959
label_smoothing_ce,8,0.9045479452054794,0.701
label_smoothing_ce,9,0.9178356164383562,0.7112
label_smoothing_ce,10,0.9305753424657535,0.7091
label_smoothing_ce,11,0.9408493150684931,0.6997
label_smoothing_ce,12,0.9464931506849316,0.7245
label_smoothing_ce,13,0.9523013698630137,0.7069
label_smoothing_ce,14,0.9577260273972603,0.7133
label_smoothing_ce,15,0.9586301369863014,0.7264
label_smoothing_ce,16,0.9627945205479452,0.727
label_smoothing_ce,17,0.9703287671232876,0.7445
label_smoothing_ce,18,0.9676712328767123,0.7488
label_smoothing_ce,19,0.9695342465753425,0.7392
label_smoothing_ce,20,0.9703287671232876,0.735
