split,criterion,seed,epoch,Accuracy,Macro Precision,Macro Recall,Macro F1,Weighted F1,Top-3 Acc,Macro Recall@3
imbalanced_minor,ce,seed_2,1,0.0003333333333333333,0.16666666666666666,0.0003333333333333333,0.000665335994677312,0.0006653359946773121,0.10133333333333333,0.10133333333333333
imbalanced_minor,ce,seed_2,2,0.3436666666666667,0.8858098523667749,0.3436666666666666,0.47509826206414035,0.47509826206414035,0.718,0.718
imbalanced_minor,ce,seed_2,3,0.39966666666666667,0.8742285868014926,0.3996666666666666,0.5199383972739177,0.5199383972739178,0.714,0.714
imbalanced_minor,ce,seed_2,4,0.3983333333333333,0.8903670838781991,0.3983333333333334,0.5398544805770312,0.5398544805770313,0.7083333333333334,0.7083333333333334
imbalanced_minor,ce,seed_2,5,0.4643333333333333,0.8968871171235903,0.4643333333333333,0.581856133891436,0.581856133891436,0.761,0.761
imbalanced_minor,ce,seed_2,6,0.38233333333333336,0.8675853243204582,0.38233333333333336,0.5168208849955397,0.5168208849955397,0.743,0.743
imbalanced_minor,ce,seed_2,7,0.429,0.9111636583805671,0.429,0.5764936925592319,0.5764936925592319,0.758,0.758
imbalanced_minor,ce,seed_2,8,0.54,0.9013496743765209,0.54,0.6679858216111078,0.6679858216111076,0.802,0.802
imbalanced_minor,ce,seed_2,9,0.49,0.9029769569119246,0.49,0.6320390964199875,0.6320390964199875,0.8073333333333333,0.8073333333333332
imbalanced_minor,ce,seed_2,10,0.503,0.8768952068789715,0.503,0.6361087562336071,0.6361087562336072,0.8046666666666666,0.8046666666666668
imbalanced_minor,ce,seed_2,11,0.5836666666666667,0.8912145153272707,0.5836666666666667,0.7032968433996595,0.7032968433996595,0.868,0.868
imbalanced_minor,ce,seed_2,12,0.663,0.8978589270913941,0.6629999999999999,0.7575425727128406,0.7575425727128408,0.884,0.884
imbalanced_minor,ce,seed_2,13,0.5563333333333333,0.9271625295695239,0.5563333333333333,0.6705227445458596,0.6705227445458596,0.828,0.828
imbalanced_minor,ce,seed_2,14,0.562,0.9077312204665567,0.5619999999999999,0.6792343033455633,0.6792343033455633,0.8376666666666667,0.8376666666666667
imbalanced_minor,ce,seed_2,15,0.584,0.8891954348236183,0.584,0.6970502939085345,0.6970502939085346,0.871,0.871
imbalanced_minor,ce,seed_2,16,0.6,0.9077864507677663,0.6,0.7006403184615319,0.700640318461532,0.8276666666666667,0.8276666666666667
imbalanced_minor,ce,seed_2,17,0.5686666666666667,0.9073877773132876,0.5686666666666667,0.6787416746557331,0.6787416746557331,0.8293333333333334,0.8293333333333334
imbalanced_minor,ce,seed_2,18,0.6533333333333333,0.908651317525344,0.6533333333333333,0.7414416831899678,0.7414416831899678,0.8786666666666667,0.8786666666666667
imbalanced_minor,ce,seed_2,19,0.5646666666666667,0.9178274284737808,0.5646666666666667,0.6812162083002428,0.6812162083002427,0.837,0.8370000000000001
imbalanced_minor,ce,seed_2,20,0.6006666666666667,0.9108366402116402,0.6006666666666667,0.7028642343013155,0.7028642343013154,0.8463333333333334,0.8463333333333333
imbalanced_minor,ce,seed_18,1,0.024,0.6459416863672183,0.023999999999999997,0.045518500802469414,0.04551850080246941,0.26166666666666666,0.26166666666666666
imbalanced_minor,ce,seed_18,2,0.34933333333333333,0.8555241088886637,0.34933333333333333,0.463664552096623,0.463664552096623,0.7413333333333333,0.7413333333333334
imbalanced_minor,ce,seed_18,3,0.331,0.8492503147316519,0.331,0.4585617944425117,0.45856179444251166,0.7063333333333334,0.7063333333333333
imbalanced_minor,ce,seed_18,4,0.36566666666666664,0.8645721746492581,0.36566666666666664,0.5089028915820578,0.5089028915820578,0.789,0.789
imbalanced_minor,ce,seed_18,5,0.371,0.8945920647248946,0.371,0.5186389588787828,0.5186389588787828,0.8116666666666666,0.8116666666666666
imbalanced_minor,ce,seed_18,6,0.379,0.89525034985154,0.379,0.5257042389241441,0.5257042389241441,0.7443333333333333,0.7443333333333334
imbalanced_minor,ce,seed_18,7,0.387,0.9031511834530995,0.387,0.5243961299360008,0.5243961299360007,0.747,0.747
imbalanced_minor,ce,seed_18,8,0.46366666666666667,0.9033519391245078,0.46366666666666667,0.5911977268782209,0.5911977268782209,0.8036666666666666,0.8036666666666666
imbalanced_minor,ce,seed_18,9,0.498,0.9189165031589526,0.498,0.6277428378073538,0.627742837807354,0.7953333333333333,0.7953333333333333
imbalanced_minor,ce,seed_18,10,0.45266666666666666,0.9295873916800973,0.4526666666666667,0.5820445631732417,0.5820445631732417,0.768,0.7680000000000001
imbalanced_minor,ce,seed_18,11,0.571,0.9100915634421439,0.571,0.6756324226918315,0.6756324226918317,0.8303333333333334,0.8303333333333334
imbalanced_minor,ce,seed_18,12,0.5786666666666667,0.8968500870517401,0.5786666666666667,0.6982200237220052,0.6982200237220052,0.8696666666666667,0.8696666666666667
imbalanced_minor,ce,seed_18,13,0.5723333333333334,0.9181085019704042,0.5723333333333332,0.6812231608887668,0.6812231608887668,0.8416666666666667,0.8416666666666667
imbalanced_minor,ce,seed_18,14,0.5553333333333333,0.9102985638699925,0.5553333333333333,0.6678629219117905,0.6678629219117906,0.817,0.8170000000000001
imbalanced_minor,ce,seed_18,15,0.4736666666666667,0.933402766231449,0.4736666666666667,0.6185722283612104,0.6185722283612104,0.822,0.8220000000000001
