criterion,epoch,training_loss
class_balanced_loss,1,1.6201397278680485
class_balanced_loss,2,1.2355382052069162
class_balanced_loss,3,0.9941181485164395
class_balanced_loss,4,0.8195022268387148
class_balanced_loss,5,0.6845460378560001
class_balanced_loss,6,0.5734996476231857
class_balanced_loss,7,0.5002450959173059
class_balanced_loss,8,0.47507258448521433
class_balanced_loss,9,0.39353357862204885
class_balanced_loss,10,0.35239706937412874
class_balanced_loss,11,0.361840272534332
class_balanced_loss,12,0.29797161838949876
class_balanced_loss,13,0.2741254427308794
class_balanced_loss,14,0.2338283252943105
class_balanced_loss,15,0.25636128023031923
class_balanced_loss,16,0.20871349690961546
class_balanced_loss,17,0.20102995683010114
class_balanced_loss,18,0.1942280984292828
class_balanced_loss,19,0.1867308213951265
class_balanced_loss,20,0.13336403511999576
