criterion,epoch,training_loss
weighted_ce,1,1.6994745493352725
weighted_ce,2,1.3098485475037436
weighted_ce,3,1.0653809793358717
weighted_ce,4,0.891651149806542
weighted_ce,5,0.7617377228056278
weighted_ce,6,0.6381279082932948
weighted_ce,7,0.5416677737977167
weighted_ce,8,0.49788391164743756
weighted_ce,9,0.46035945300671766
weighted_ce,10,0.4058834368366285
weighted_ce,11,0.35709363926730514
weighted_ce,12,0.31660130913589546
weighted_ce,13,0.31852923255355053
weighted_ce,14,0.3302345508921585
weighted_ce,15,0.24626470879764148
weighted_ce,16,0.2629587527514548
weighted_ce,17,0.22358021791208854
weighted_ce,18,0.218056622194534
weighted_ce,19,0.23168516793857521
weighted_ce,20,0.17140428187576776
