criterion,epoch,train_accuracy,test_accuracy
weighted_ce,1,0.38126027397260276,0.2127
weighted_ce,2,0.5328493150684932,0.4998
weighted_ce,3,0.6166301369863014,0.5843
weighted_ce,4,0.672931506849315,0.64
weighted_ce,5,0.714027397260274,0.6607
weighted_ce,6,0.7532876712328768,0.6875
weighted_ce,7,0.7825753424657534,0.6819
weighted_ce,8,0.7984383561643835,0.7028
weighted_ce,9,0.8101369863013699,0.7226
weighted_ce,10,0.8286027397260274,0.7047
weighted_ce,11,0.8486575342465753,0.7337
weighted_ce,12,0.8609041095890411,0.7273
weighted_ce,13,0.8639452054794521,0.7048
weighted_ce,14,0.8638630136986302,0.7308
weighted_ce,15,0.8918082191780822,0.7424
weighted_ce,16,0.8887397260273973,0.7221
weighted_ce,17,0.9003287671232877,0.7326
weighted_ce,18,0.9041917808219178,0.7487
weighted_ce,19,0.9042191780821918,0.7517
weighted_ce,20,0.9258630136986301,0.7008
