criterion,epoch,training_loss
label_smoothing_ce,1,1.513432703207216
label_smoothing_ce,2,1.1480488482948459
label_smoothing_ce,3,0.9992354923806837
label_smoothing_ce,4,0.9092050965332314
label_smoothing_ce,5,0.8435566300321418
label_smoothing_ce,6,0.7960955810059062
label_smoothing_ce,7,0.7539376724711464
label_smoothing_ce,8,0.7213502474453138
label_smoothing_ce,9,0.6947625206254632
label_smoothing_ce,10,0.6735258192357505
label_smoothing_ce,11,0.6549075386103462
label_smoothing_ce,12,0.6398321434360026
label_smoothing_ce,13,0.6267550353656339
label_smoothing_ce,14,0.6124437324073918
label_smoothing_ce,15,0.6070865757782441
label_smoothing_ce,16,0.6020771682719745
label_smoothing_ce,17,0.5939115718045198
label_smoothing_ce,18,0.5891724953718502
label_smoothing_ce,19,0.5813200768759793
label_smoothing_ce,20,0.5787097767490865
