criterion,epoch,train_accuracy,test_accuracy
ce,1,0.5422739726027397,0.3885
ce,2,0.6816712328767123,0.5758
ce,3,0.7556986301369863,0.604
ce,4,0.8019178082191781,0.6328
ce,5,0.8365205479452055,0.6362
ce,6,0.8607945205479453,0.6662
ce,7,0.8796164383561644,0.6981
ce,8,0.894958904109589,0.6656
ce,9,0.9138904109589041,0.7034
ce,10,0.9195068493150685,0.6805
ce,11,0.9329041095890411,0.7031
ce,12,0.9384931506849316,0.6992
ce,13,0.949068493150685,0.717
ce,14,0.9512054794520548,0.7196
ce,15,0.9552328767123288,0.7329
ce,16,0.9608767123287671,0.7438
ce,17,0.9634794520547946,0.7203
ce,18,0.9653424657534246,0.7412
ce,19,0.9704657534246576,0.7299
ce,20,0.9705479452054795,0.7526
