criterion,epoch,train_accuracy,test_accuracy
label_smoothing_ce,1,0.5555342465753424,0.3075
label_smoothing_ce,2,0.7041369863013699,0.5611
label_smoothing_ce,3,0.7782191780821918,0.6061
label_smoothing_ce,4,0.8205205479452055,0.6513
label_smoothing_ce,5,0.8495068493150685,0.6471
label_smoothing_ce,6,0.8726575342465753,0.6603
label_smoothing_ce,7,0.8924657534246575,0.6797
label_smoothing_ce,8,0.9061917808219178,0.6857
label_smoothing_ce,9,0.9194520547945205,0.7001
label_smoothing_ce,10,0.9318356164383562,0.7296
label_smoothing_ce,11,0.9392876712328767,0.7226
label_smoothing_ce,12,0.9466849315068493,0.731
label_smoothing_ce,13,0.9519726027397261,0.7243
label_smoothing_ce,14,0.9554246575342465,0.735
label_smoothing_ce,15,0.9593972602739727,0.7244
label_smoothing_ce,16,0.9638082191780822,0.7165
label_smoothing_ce,17,0.9667945205479452,0.7499
label_smoothing_ce,18,0.9665479452054795,0.7396
label_smoothing_ce,19,0.9686575342465753,0.7439
label_smoothing_ce,20,0.9734246575342466,0.7254
