criterion,epoch,training_loss
label_smoothing_ce,1,1.5428462170274055
label_smoothing_ce,2,1.1451729389712633
label_smoothing_ce,3,0.9914197089422084
label_smoothing_ce,4,0.9014673389284812
label_smoothing_ce,5,0.842360290724908
label_smoothing_ce,6,0.7914330322114403
label_smoothing_ce,7,0.7534368999321442
label_smoothing_ce,8,0.7189016781956948
label_smoothing_ce,9,0.6916829779020051
label_smoothing_ce,10,0.6710329754730625
label_smoothing_ce,11,0.65275661864549
label_smoothing_ce,12,0.6379079032889412
label_smoothing_ce,13,0.6276186334202661
label_smoothing_ce,14,0.6127841740922855
label_smoothing_ce,15,0.6085307944156325
label_smoothing_ce,16,0.5969319574515838
label_smoothing_ce,17,0.5952864652856842
label_smoothing_ce,18,0.5864708248306724
label_smoothing_ce,19,0.5859518245510433
label_smoothing_ce,20,0.5799888733707731
