criterion,epoch,true_class,predicted_class,count
label_smoothing_ce,1,0,0,1
label_smoothing_ce,1,0,1,0
label_smoothing_ce,1,0,2,0
label_smoothing_ce,1,0,3,38
label_smoothing_ce,1,0,4,50
label_smoothing_ce,1,0,5,15
label_smoothing_ce,1,0,6,16
label_smoothing_ce,1,0,7,29
label_smoothing_ce,1,0,8,280
label_smoothing_ce,1,0,9,71
label_smoothing_ce,1,1,0,0
label_smoothing_ce,1,1,1,8
label_smoothing_ce,1,1,2,0
label_smoothing_ce,1,1,3,13
label_smoothing_ce,1,1,4,11
label_smoothing_ce,1,1,5,8
label_smoothing_ce,1,1,6,28
label_smoothing_ce,1,1,7,26
label_smoothing_ce,1,1,8,102
label_smoothing_ce,1,1,9,304
label_smoothing_ce,1,2,0,3
label_smoothing_ce,1,2,1,0
label_smoothing_ce,1,2,2,0
label_smoothing_ce,1,2,3,107
label_smoothing_ce,1,2,4,134
label_smoothing_ce,1,2,5,82
label_smoothing_ce,1,2,6,77
label_smoothing_ce,1,2,7,34
label_smoothing_ce,1,2,8,45
label_smoothing_ce,1,2,9,18
label_smoothing_ce,1,3,0,1
label_smoothing_ce,1,3,1,0
label_smoothing_ce,1,3,2,0
label_smoothing_ce,1,3,3,1724
label_smoothing_ce,1,3,4,478
label_smoothing_ce,1,3,5,1370
label_smoothing_ce,1,3,6,631
label_smoothing_ce,1,3,7,392
label_smoothing_ce,1,3,8,223
label_smoothing_ce,1,3,9,181
label_smoothing_ce,1,4,0,2
label_smoothing_ce,1,4,1,1
label_smoothing_ce,1,4,2,0
label_smoothing_ce,1,4,3,420
label_smoothing_ce,1,4,4,2428
label_smoothing_ce,1,4,5,396
label_smoothing_ce,1,4,6,752
label_smoothing_ce,1,4,7,643
label_smoothing_ce,1,4,8,227
label_smoothing_ce,1,4,9,131
label_smoothing_ce,1,5,0,1
label_smoothing_ce,1,5,1,1
label_smoothing_ce,1,5,2,0
label_smoothing_ce,1,5,3,1237
label_smoothing_ce,1,5,4,430
label_smoothing_ce,1,5,5,2289
label_smoothing_ce,1,5,6,311
label_smoothing_ce,1,5,7,495
label_smoothing_ce,1,5,8,111
label_smoothing_ce,1,5,9,125
label_smoothing_ce,1,6,0,0
label_smoothing_ce,1,6,1,1
label_smoothing_ce,1,6,2,0
label_smoothing_ce,1,6,3,556
label_smoothing_ce,1,6,4,694
label_smoothing_ce,1,6,5,268
label_smoothing_ce,1,6,6,3087
label_smoothing_ce,1,6,7,166
label_smoothing_ce,1,6,8,103
label_smoothing_ce,1,6,9,125
label_smoothing_ce,1,7,0,1
label_smoothing_ce,1,7,1,1
label_smoothing_ce,1,7,2,0
label_smoothing_ce,1,7,3,434
label_smoothing_ce,1,7,4,577
label_smoothing_ce,1,7,5,490
label_smoothing_ce,1,7,6,212
label_smoothing_ce,1,7,7,2813
label_smoothing_ce,1,7,8,133
label_smoothing_ce,1,7,9,339
label_smoothing_ce,1,8,0,3
label_smoothing_ce,1,8,1,0
label_smoothing_ce,1,8,2,1
label_smoothing_ce,1,8,3,173
label_smoothing_ce,1,8,4,142
label_smoothing_ce,1,8,5,42
label_smoothing_ce,1,8,6,65
label_smoothing_ce,1,8,7,78
label_smoothing_ce,1,8,8,3989
label_smoothing_ce,1,8,9,507
label_smoothing_ce,1,9,0,1
label_smoothing_ce,1,9,1,4
label_smoothing_ce,1,9,2,0
label_smoothing_ce,1,9,3,139
label_smoothing_ce,1,9,4,54
label_smoothing_ce,1,9,5,43
label_smoothing_ce,1,9,6,93
label_smoothing_ce,1,9,7,266
label_smoothing_ce,1,9,8,531
label_smoothing_ce,1,9,9,3869
label_smoothing_ce,2,0,0,68
label_smoothing_ce,2,0,1,1
label_smoothing_ce,2,0,2,6
label_smoothing_ce,2,0,3,47
label_smoothing_ce,2,0,4,52
label_smoothing_ce,2,0,5,11
label_smoothing_ce,2,0,6,20
label_smoothing_ce,2,0,7,25
label_smoothing_ce,2,0,8,219
label_smoothing_ce,2,0,9,51
label_smoothing_ce,2,1,0,0
label_smoothing_ce,2,1,1,121
label_smoothing_ce,2,1,2,0
label_smoothing_ce,2,1,3,13
label_smoothing_ce,2,1,4,9
label_smoothing_ce,2,1,5,4
label_smoothing_ce,2,1,6,29
label_smoothing_ce,2,1,7,12
label_smoothing_ce,2,1,8,82
label_smoothing_ce,2,1,9,230
label_smoothing_ce,2,2,0,14
label_smoothing_ce,2,2,1,0
label_smoothing_ce,2,2,2,14
label_smoothing_ce,2,2,3,111
label_smoothing_ce,2,2,4,134
label_smoothing_ce,2,2,5,67
label_smoothing_ce,2,2,6,78
label_smoothing_ce,2,2,7,37
label_smoothing_ce,2,2,8,35
label_smoothing_ce,2,2,9,10
label_smoothing_ce,2,3,0,4
label_smoothing_ce,2,3,1,2
label_smoothing_ce,2,3,2,4
label_smoothing_ce,2,3,3,2670
label_smoothing_ce,2,3,4,375
label_smoothing_ce,2,3,5,908
label_smoothing_ce,2,3,6,511
label_smoothing_ce,2,3,7,252
label_smoothing_ce,2,3,8,164
label_smoothing_ce,2,3,9,110
label_smoothing_ce,2,4,0,13
label_smoothing_ce,2,4,1,3
label_smoothing_ce,2,4,2,2
label_smoothing_ce,2,4,3,344
label_smoothing_ce,2,4,4,3469
label_smoothing_ce,2,4,5,182
label_smoothing_ce,2,4,6,354
label_smoothing_ce,2,4,7,491
label_smoothing_ce,2,4,8,98
label_smoothing_ce,2,4,9,44
label_smoothing_ce,2,5,0,3
label_smoothing_ce,2,5,1,5
label_smoothing_ce,2,5,2,3
label_smoothing_ce,2,5,3,1078
label_smoothing_ce,2,5,4,303
label_smoothing_ce,2,5,5,3037
label_smoothing_ce,2,5,6,172
label_smoothing_ce,2,5,7,311
label_smoothing_ce,2,5,8,39
label_smoothing_ce,2,5,9,49
label_smoothing_ce,2,6,0,2
label_smoothing_ce,2,6,1,6
label_smoothing_ce,2,6,2,1
label_smoothing_ce,2,6,3,458
label_smoothing_ce,2,6,4,309
label_smoothing_ce,2,6,5,114
label_smoothing_ce,2,6,6,3957
label_smoothing_ce,2,6,7,42
label_smoothing_ce,2,6,8,62
label_smoothing_ce,2,6,9,49
label_smoothing_ce,2,7,0,1
label_smoothing_ce,2,7,1,2
label_smoothing_ce,2,7,2,1
label_smoothing_ce,2,7,3,287
label_smoothing_ce,2,7,4,456
label_smoothing_ce,2,7,5,326
label_smoothing_ce,2,7,6,55
label_smoothing_ce,2,7,7,3714
label_smoothing_ce,2,7,8,42
label_smoothing_ce,2,7,9,116
label_smoothing_ce,2,8,0,29
label_smoothing_ce,2,8,1,21
label_smoothing_ce,2,8,2,1
label_smoothing_ce,2,8,3,131
label_smoothing_ce,2,8,4,78
label_smoothing_ce,2,8,5,39
label_smoothing_ce,2,8,6,52
label_smoothing_ce,2,8,7,31
label_smoothing_ce,2,8,8,4389
label_smoothing_ce,2,8,9,229
label_smoothing_ce,2,9,0,5
label_smoothing_ce,2,9,1,47
label_smoothing_ce,2,9,2,0
label_smoothing_ce,2,9,3,115
label_smoothing_ce,2,9,4,34
label_smoothing_ce,2,9,5,22
label_smoothing_ce,2,9,6,51
label_smoothing_ce,2,9,7,102
label_smoothing_ce,2,9,8,227
label_smoothing_ce,2,9,9,4397
label_smoothing_ce,3,0,0,147
label_smoothing_ce,3,0,1,2
label_smoothing_ce,3,0,2,22
label_smoothing_ce,3,0,3,37
label_smoothing_ce,3,0,4,51
label_smoothing_ce,3,0,5,5
label_smoothing_ce,3,0,6,17
label_smoothing_ce,3,0,7,22
label_smoothing_ce,3,0,8,148
label_smoothing_ce,3,0,9,49
label_smoothing_ce,3,1,0,1
label_smoothing_ce,3,1,1,246
label_smoothing_ce,3,1,2,0
label_smoothing_ce,3,1,3,11
label_smoothing_ce,3,1,4,5
label_smoothing_ce,3,1,5,5
label_smoothing_ce,3,1,6,24
label_smoothing_ce,3,1,7,6
label_smoothing_ce,3,1,8,51
label_smoothing_ce,3,1,9,151
label_smoothing_ce,3,2,0,25
label_smoothing_ce,3,2,1,0
label_smoothing_ce,3,2,2,58
label_smoothing_ce,3,2,3,85
label_smoothing_ce,3,2,4,121
label_smoothing_ce,3,2,5,58
label_smoothing_ce,3,2,6,88
label_smoothing_ce,3,2,7,33
label_smoothing_ce,3,2,8,27
label_smoothing_ce,3,2,9,5
label_smoothing_ce,3,3,0,6
label_smoothing_ce,3,3,1,3
label_smoothing_ce,3,3,2,17
label_smoothing_ce,3,3,3,3168
label_smoothing_ce,3,3,4,285
label_smoothing_ce,3,3,5,737
label_smoothing_ce,3,3,6,372
label_smoothing_ce,3,3,7,212
label_smoothing_ce,3,3,8,110
label_smoothing_ce,3,3,9,90
label_smoothing_ce,3,4,0,18
label_smoothing_ce,3,4,1,1
label_smoothing_ce,3,4,2,8
label_smoothing_ce,3,4,3,293
label_smoothing_ce,3,4,4,3907
label_smoothing_ce,3,4,5,133
label_smoothing_ce,3,4,6,217
label_smoothing_ce,3,4,7,330
label_smoothing_ce,3,4,8,64
label_smoothing_ce,3,4,9,29
label_smoothing_ce,3,5,0,3
label_smoothing_ce,3,5,1,1
label_smoothing_ce,3,5,2,5
label_smoothing_ce,3,5,3,888
label_smoothing_ce,3,5,4,223
label_smoothing_ce,3,5,5,3413
label_smoothing_ce,3,5,6,136
label_smoothing_ce,3,5,7,273
label_smoothing_ce,3,5,8,24
label_smoothing_ce,3,5,9,34
label_smoothing_ce,3,6,0,4
label_smoothing_ce,3,6,1,7
label_smoothing_ce,3,6,2,11
label_smoothing_ce,3,6,3,321
label_smoothing_ce,3,6,4,186
label_smoothing_ce,3,6,5,105
label_smoothing_ce,3,6,6,4242
label_smoothing_ce,3,6,7,38
label_smoothing_ce,3,6,8,59
label_smoothing_ce,3,6,9,27
label_smoothing_ce,3,7,0,5
label_smoothing_ce,3,7,1,1
label_smoothing_ce,3,7,2,8
label_smoothing_ce,3,7,3,242
label_smoothing_ce,3,7,4,297
label_smoothing_ce,3,7,5,229
label_smoothing_ce,3,7,6,32
label_smoothing_ce,3,7,7,4096
label_smoothing_ce,3,7,8,30
label_smoothing_ce,3,7,9,60
label_smoothing_ce,3,8,0,48
label_smoothing_ce,3,8,1,21
label_smoothing_ce,3,8,2,6
label_smoothing_ce,3,8,3,103
label_smoothing_ce,3,8,4,46
label_smoothing_ce,3,8,5,20
label_smoothing_ce,3,8,6,39
label_smoothing_ce,3,8,7,24
label_smoothing_ce,3,8,8,4550
label_smoothing_ce,3,8,9,143
label_smoothing_ce,3,9,0,12
label_smoothing_ce,3,9,1,57
label_smoothing_ce,3,9,2,1
label_smoothing_ce,3,9,3,76
label_smoothing_ce,3,9,4,16
label_smoothing_ce,3,9,5,26
label_smoothing_ce,3,9,6,41
label_smoothing_ce,3,9,7,62
label_smoothing_ce,3,9,8,156
label_smoothing_ce,3,9,9,4553
label_smoothing_ce,4,0,0,212
label_smoothing_ce,4,0,1,3
label_smoothing_ce,4,0,2,18
label_smoothing_ce,4,0,3,30
label_smoothing_ce,4,0,4,43
label_smoothing_ce,4,0,5,6
label_smoothing_ce,4,0,6,12
label_smoothing_ce,4,0,7,20
label_smoothing_ce,4,0,8,115
label_smoothing_ce,4,0,9,41
label_smoothing_ce,4,1,0,3
label_smoothing_ce,4,1,1,330
label_smoothing_ce,4,1,2,0
label_smoothing_ce,4,1,3,8
label_smoothing_ce,4,1,4,3
label_smoothing_ce,4,1,5,5
label_smoothing_ce,4,1,6,20
label_smoothing_ce,4,1,7,6
label_smoothing_ce,4,1,8,34
label_smoothing_ce,4,1,9,91
label_smoothing_ce,4,2,0,22
label_smoothing_ce,4,2,1,1
label_smoothing_ce,4,2,2,106
label_smoothing_ce,4,2,3,69
label_smoothing_ce,4,2,4,111
label_smoothing_ce,4,2,5,62
label_smoothing_ce,4,2,6,77
label_smoothing_ce,4,2,7,29
label_smoothing_ce,4,2,8,17
label_smoothing_ce,4,2,9,6
label_smoothing_ce,4,3,0,13
label_smoothing_ce,4,3,1,4
label_smoothing_ce,4,3,2,16
label_smoothing_ce,4,3,3,3483
label_smoothing_ce,4,3,4,239
label_smoothing_ce,4,3,5,649
label_smoothing_ce,4,3,6,292
label_smoothing_ce,4,3,7,173
label_smoothing_ce,4,3,8,80
label_smoothing_ce,4,3,9,51
label_smoothing_ce,4,4,0,15
label_smoothing_ce,4,4,1,1
label_smoothing_ce,4,4,2,14
label_smoothing_ce,4,4,3,222
label_smoothing_ce,4,4,4,4167
label_smoothing_ce,4,4,5,125
label_smoothing_ce,4,4,6,160
label_smoothing_ce,4,4,7,226
label_smoothing_ce,4,4,8,44
label_smoothing_ce,4,4,9,26
label_smoothing_ce,4,5,0,2
label_smoothing_ce,4,5,1,1
label_smoothing_ce,4,5,2,12
label_smoothing_ce,4,5,3,752
label_smoothing_ce,4,5,4,192
label_smoothing_ce,4,5,5,3662
label_smoothing_ce,4,5,6,110
label_smoothing_ce,4,5,7,232
label_smoothing_ce,4,5,8,19
label_smoothing_ce,4,5,9,18
label_smoothing_ce,4,6,0,4
label_smoothing_ce,4,6,1,5
label_smoothing_ce,4,6,2,13
label_smoothing_ce,4,6,3,255
label_smoothing_ce,4,6,4,146
label_smoothing_ce,4,6,5,95
label_smoothing_ce,4,6,6,4389
label_smoothing_ce,4,6,7,29
label_smoothing_ce,4,6,8,41
label_smoothing_ce,4,6,9,23
label_smoothing_ce,4,7,0,5
label_smoothing_ce,4,7,1,1
label_smoothing_ce,4,7,2,9
label_smoothing_ce,4,7,3,177
label_smoothing_ce,4,7,4,201
label_smoothing_ce,4,7,5,187
label_smoothing_ce,4,7,6,26
label_smoothing_ce,4,7,7,4317
label_smoothing_ce,4,7,8,23
label_smoothing_ce,4,7,9,54
label_smoothing_ce,4,8,0,42
label_smoothing_ce,4,8,1,13
label_smoothing_ce,4,8,2,3
label_smoothing_ce,4,8,3,84
label_smoothing_ce,4,8,4,28
label_smoothing_ce,4,8,5,10
label_smoothing_ce,4,8,6,30
label_smoothing_ce,4,8,7,16
label_smoothing_ce,4,8,8,4654
label_smoothing_ce,4,8,9,120
label_smoothing_ce,4,9,0,13
label_smoothing_ce,4,9,1,41
label_smoothing_ce,4,9,2,1
label_smoothing_ce,4,9,3,68
label_smoothing_ce,4,9,4,15
label_smoothing_ce,4,9,5,20
label_smoothing_ce,4,9,6,32
label_smoothing_ce,4,9,7,45
label_smoothing_ce,4,9,8,132
label_smoothing_ce,4,9,9,4633
label_smoothing_ce,5,0,0,254
label_smoothing_ce,5,0,1,4
label_smoothing_ce,5,0,2,15
label_smoothing_ce,5,0,3,35
label_smoothing_ce,5,0,4,40
label_smoothing_ce,5,0,5,6
label_smoothing_ce,5,0,6,11
label_smoothing_ce,5,0,7,10
label_smoothing_ce,5,0,8,92
label_smoothing_ce,5,0,9,33
label_smoothing_ce,5,1,0,4
label_smoothing_ce,5,1,1,359
label_smoothing_ce,5,1,2,0
label_smoothing_ce,5,1,3,5
label_smoothing_ce,5,1,4,1
label_smoothing_ce,5,1,5,8
label_smoothing_ce,5,1,6,12
label_smoothing_ce,5,1,7,3
label_smoothing_ce,5,1,8,32
label_smoothing_ce,5,1,9,76
label_smoothing_ce,5,2,0,24
label_smoothing_ce,5,2,1,0
label_smoothing_ce,5,2,2,154
label_smoothing_ce,5,2,3,69
label_smoothing_ce,5,2,4,83
label_smoothing_ce,5,2,5,58
label_smoothing_ce,5,2,6,65
label_smoothing_ce,5,2,7,22
label_smoothing_ce,5,2,8,14
label_smoothing_ce,5,2,9,11
label_smoothing_ce,5,3,0,11
label_smoothing_ce,5,3,1,3
label_smoothing_ce,5,3,2,23
label_smoothing_ce,5,3,3,3716
label_smoothing_ce,5,3,4,194
label_smoothing_ce,5,3,5,576
label_smoothing_ce,5,3,6,229
label_smoothing_ce,5,3,7,138
label_smoothing_ce,5,3,8,61
label_smoothing_ce,5,3,9,49
label_smoothing_ce,5,4,0,17
label_smoothing_ce,5,4,1,0
label_smoothing_ce,5,4,2,19
label_smoothing_ce,5,4,3,195
label_smoothing_ce,5,4,4,4299
label_smoothing_ce,5,4,5,107
label_smoothing_ce,5,4,6,134
label_smoothing_ce,5,4,7,186
label_smoothing_ce,5,4,8,28
label_smoothing_ce,5,4,9,15
label_smoothing_ce,5,5,0,1
label_smoothing_ce,5,5,1,0
label_smoothing_ce,5,5,2,12
label_smoothing_ce,5,5,3,668
label_smoothing_ce,5,5,4,164
label_smoothing_ce,5,5,5,3846
label_smoothing_ce,5,5,6,93
label_smoothing_ce,5,5,7,179
label_smoothing_ce,5,5,8,22
label_smoothing_ce,5,5,9,15
label_smoothing_ce,5,6,0,7
label_smoothing_ce,5,6,1,3
label_smoothing_ce,5,6,2,18
label_smoothing_ce,5,6,3,203
label_smoothing_ce,5,6,4,115
label_smoothing_ce,5,6,5,89
label_smoothing_ce,5,6,6,4491
label_smoothing_ce,5,6,7,27
label_smoothing_ce,5,6,8,33
