criterion,epoch,training_loss
label_smoothing_ce,1,1.4661706940722758
label_smoothing_ce,2,1.1588990456586126
label_smoothing_ce,3,1.0125685174494408
label_smoothing_ce,4,0.9225098968804822
label_smoothing_ce,5,0.860698717696863
label_smoothing_ce,6,0.806052098027879
label_smoothing_ce,7,0.7678230371450167
label_smoothing_ce,8,0.7306109229445249
label_smoothing_ce,9,0.6998518346278764
label_smoothing_ce,10,0.6780967065206551
label_smoothing_ce,11,0.6564616939858672
label_smoothing_ce,12,0.6404196497855379
label_smoothing_ce,13,0.624417540175276
label_smoothing_ce,14,0.61533008575857
label_smoothing_ce,15,0.6073490977287292
label_smoothing_ce,16,0.5978027371308015
label_smoothing_ce,17,0.5912182989763504
label_smoothing_ce,18,0.5866054687942598
label_smoothing_ce,19,0.5825024925681213
label_smoothing_ce,20,0.5762983359096346
