criterion,epoch,training_loss
class_balanced_loss,1,1.6353213747412019
class_balanced_loss,2,1.2449683136781335
class_balanced_loss,3,1.0208927778145478
class_balanced_loss,4,0.8589891027235108
class_balanced_loss,5,0.7276291977712026
class_balanced_loss,6,0.617574965630229
class_balanced_loss,7,0.5326128737469271
class_balanced_loss,8,0.4794295771005066
class_balanced_loss,9,0.43937820316196113
class_balanced_loss,10,0.3862431687930837
class_balanced_loss,11,0.35555616389118433
class_balanced_loss,12,0.30038074183484925
class_balanced_loss,13,0.26302876917159285
class_balanced_loss,14,0.26590899846495347
class_balanced_loss,15,0.24188596057182019
class_balanced_loss,16,0.22982197632970722
class_balanced_loss,17,0.21093457560144666
class_balanced_loss,18,0.19365421597456034
class_balanced_loss,19,0.18452000674741073
class_balanced_loss,20,0.16314571247731324
