criterion,epoch,train_accuracy,test_accuracy
class_balanced_loss,1,0.43019178082191784,0.3417
class_balanced_loss,2,0.5721917808219178,0.491
class_balanced_loss,3,0.6424931506849315,0.5745
class_balanced_loss,4,0.6943013698630137,0.6338
class_balanced_loss,5,0.7365205479452055,0.6698
class_balanced_loss,6,0.7696986301369863,0.6602
class_balanced_loss,7,0.7966027397260274,0.6879
class_balanced_loss,8,0.8123287671232877,0.6698
class_balanced_loss,9,0.8275068493150685,0.6644
class_balanced_loss,10,0.8447397260273972,0.7139
class_balanced_loss,11,0.8582739726027397,0.6927
class_balanced_loss,12,0.8757534246575343,0.7301
class_balanced_loss,13,0.8892328767123288,0.7361
class_balanced_loss,14,0.8912602739726028,0.725
class_balanced_loss,15,0.9,0.7326
class_balanced_loss,16,0.9058356164383562,0.7108
class_balanced_loss,17,0.9136438356164384,0.7452
class_balanced_loss,18,0.9203561643835616,0.7459
class_balanced_loss,19,0.9240273972602739,0.7403
class_balanced_loss,20,0.9332328767123288,0.7746
