criterion,epoch,true_class,predicted_class,count
weighted_ce,1,0,0,2
weighted_ce,1,0,1,0
weighted_ce,1,0,2,0
weighted_ce,1,0,3,37
weighted_ce,1,0,4,38
weighted_ce,1,0,5,25
weighted_ce,1,0,6,16
weighted_ce,1,0,7,25
weighted_ce,1,0,8,281
weighted_ce,1,0,9,76
weighted_ce,1,1,0,0
weighted_ce,1,1,1,0
weighted_ce,1,1,2,0
weighted_ce,1,1,3,18
weighted_ce,1,1,4,6
weighted_ce,1,1,5,5
weighted_ce,1,1,6,22
weighted_ce,1,1,7,25
weighted_ce,1,1,8,85
weighted_ce,1,1,9,339
weighted_ce,1,2,0,1
weighted_ce,1,2,1,0
weighted_ce,1,2,2,0
weighted_ce,1,2,3,94
weighted_ce,1,2,4,136
weighted_ce,1,2,5,66
weighted_ce,1,2,6,87
weighted_ce,1,2,7,39
weighted_ce,1,2,8,51
weighted_ce,1,2,9,26
weighted_ce,1,3,0,7
weighted_ce,1,3,1,0
weighted_ce,1,3,2,0
weighted_ce,1,3,3,1740
weighted_ce,1,3,4,467
weighted_ce,1,3,5,1322
weighted_ce,1,3,6,636
weighted_ce,1,3,7,380
weighted_ce,1,3,8,236
weighted_ce,1,3,9,212
weighted_ce,1,4,0,7
weighted_ce,1,4,1,0
weighted_ce,1,4,2,0
weighted_ce,1,4,3,432
weighted_ce,1,4,4,2322
weighted_ce,1,4,5,396
weighted_ce,1,4,6,818
weighted_ce,1,4,7,631
weighted_ce,1,4,8,256
weighted_ce,1,4,9,138
weighted_ce,1,5,0,1
weighted_ce,1,5,1,0
weighted_ce,1,5,2,0
weighted_ce,1,5,3,1214
weighted_ce,1,5,4,467
weighted_ce,1,5,5,2164
weighted_ce,1,5,6,392
weighted_ce,1,5,7,477
weighted_ce,1,5,8,121
weighted_ce,1,5,9,164
weighted_ce,1,6,0,3
weighted_ce,1,6,1,0
weighted_ce,1,6,2,0
weighted_ce,1,6,3,560
weighted_ce,1,6,4,725
weighted_ce,1,6,5,238
weighted_ce,1,6,6,3051
weighted_ce,1,6,7,180
weighted_ce,1,6,8,87
weighted_ce,1,6,9,156
weighted_ce,1,7,0,8
weighted_ce,1,7,1,0
weighted_ce,1,7,2,1
weighted_ce,1,7,3,410
weighted_ce,1,7,4,597
weighted_ce,1,7,5,581
weighted_ce,1,7,6,237
weighted_ce,1,7,7,2746
weighted_ce,1,7,8,117
weighted_ce,1,7,9,303
weighted_ce,1,8,0,5
weighted_ce,1,8,1,0
weighted_ce,1,8,2,0
weighted_ce,1,8,3,164
weighted_ce,1,8,4,151
weighted_ce,1,8,5,65
weighted_ce,1,8,6,80
weighted_ce,1,8,7,52
weighted_ce,1,8,8,3939
weighted_ce,1,8,9,544
weighted_ce,1,9,0,3
weighted_ce,1,9,1,0
weighted_ce,1,9,2,0
weighted_ce,1,9,3,162
weighted_ce,1,9,4,48
weighted_ce,1,9,5,79
weighted_ce,1,9,6,139
weighted_ce,1,9,7,243
weighted_ce,1,9,8,599
weighted_ce,1,9,9,3727
weighted_ce,2,0,0,0
weighted_ce,2,0,1,0
weighted_ce,2,0,2,0
weighted_ce,2,0,3,55
weighted_ce,2,0,4,52
weighted_ce,2,0,5,14
weighted_ce,2,0,6,18
weighted_ce,2,0,7,15
weighted_ce,2,0,8,282
weighted_ce,2,0,9,64
weighted_ce,2,1,0,0
weighted_ce,2,1,1,0
weighted_ce,2,1,2,0
weighted_ce,2,1,3,22
weighted_ce,2,1,4,17
weighted_ce,2,1,5,5
weighted_ce,2,1,6,20
weighted_ce,2,1,7,10
weighted_ce,2,1,8,101
weighted_ce,2,1,9,325
weighted_ce,2,2,0,0
weighted_ce,2,2,1,0
weighted_ce,2,2,2,0
weighted_ce,2,2,3,117
weighted_ce,2,2,4,140
weighted_ce,2,2,5,89
weighted_ce,2,2,6,75
weighted_ce,2,2,7,27
weighted_ce,2,2,8,38
weighted_ce,2,2,9,14
weighted_ce,2,3,0,0
weighted_ce,2,3,1,0
weighted_ce,2,3,2,0
weighted_ce,2,3,3,2617
weighted_ce,2,3,4,361
weighted_ce,2,3,5,980
weighted_ce,2,3,6,572
weighted_ce,2,3,7,214
weighted_ce,2,3,8,134
weighted_ce,2,3,9,122
weighted_ce,2,4,0,0
weighted_ce,2,4,1,0
weighted_ce,2,4,2,0
weighted_ce,2,4,3,345
weighted_ce,2,4,4,3334
weighted_ce,2,4,5,203
weighted_ce,2,4,6,390
weighted_ce,2,4,7,527
weighted_ce,2,4,8,140
weighted_ce,2,4,9,61
weighted_ce,2,5,0,0
weighted_ce,2,5,1,0
weighted_ce,2,5,2,0
weighted_ce,2,5,3,1169
weighted_ce,2,5,4,300
weighted_ce,2,5,5,2922
weighted_ce,2,5,6,178
weighted_ce,2,5,7,309
weighted_ce,2,5,8,50
weighted_ce,2,5,9,72
weighted_ce,2,6,0,0
weighted_ce,2,6,1,0
weighted_ce,2,6,2,0
weighted_ce,2,6,3,521
weighted_ce,2,6,4,359
weighted_ce,2,6,5,112
weighted_ce,2,6,6,3857
weighted_ce,2,6,7,33
weighted_ce,2,6,8,65
weighted_ce,2,6,9,53
weighted_ce,2,7,0,0
weighted_ce,2,7,1,0
weighted_ce,2,7,2,0
weighted_ce,2,7,3,299
weighted_ce,2,7,4,547
weighted_ce,2,7,5,370
weighted_ce,2,7,6,42
weighted_ce,2,7,7,3564
weighted_ce,2,7,8,53
weighted_ce,2,7,9,125
weighted_ce,2,8,0,0
weighted_ce,2,8,1,0
weighted_ce,2,8,2,0
weighted_ce,2,8,3,154
weighted_ce,2,8,4,87
weighted_ce,2,8,5,26
weighted_ce,2,8,6,70
weighted_ce,2,8,7,25
weighted_ce,2,8,8,4371
weighted_ce,2,8,9,267
weighted_ce,2,9,0,0
weighted_ce,2,9,1,0
weighted_ce,2,9,2,0
weighted_ce,2,9,3,112
weighted_ce,2,9,4,34
weighted_ce,2,9,5,31
weighted_ce,2,9,6,71
weighted_ce,2,9,7,111
weighted_ce,2,9,8,284
weighted_ce,2,9,9,4357
weighted_ce,3,0,0,0
weighted_ce,3,0,1,0
weighted_ce,3,0,2,0
weighted_ce,3,0,3,55
weighted_ce,3,0,4,62
weighted_ce,3,0,5,14
weighted_ce,3,0,6,17
weighted_ce,3,0,7,16
weighted_ce,3,0,8,267
weighted_ce,3,0,9,69
weighted_ce,3,1,0,0
weighted_ce,3,1,1,0
weighted_ce,3,1,2,0
weighted_ce,3,1,3,14
weighted_ce,3,1,4,9
weighted_ce,3,1,5,8
weighted_ce,3,1,6,18
weighted_ce,3,1,7,10
weighted_ce,3,1,8,101
weighted_ce,3,1,9,340
weighted_ce,3,2,0,0
weighted_ce,3,2,1,0
weighted_ce,3,2,2,0
weighted_ce,3,2,3,124
weighted_ce,3,2,4,134
weighted_ce,3,2,5,89
weighted_ce,3,2,6,75
weighted_ce,3,2,7,31
weighted_ce,3,2,8,33
weighted_ce,3,2,9,14
weighted_ce,3,3,0,0
weighted_ce,3,3,1,0
weighted_ce,3,3,2,0
weighted_ce,3,3,3,3112
weighted_ce,3,3,4,286
weighted_ce,3,3,5,797
weighted_ce,3,3,6,418
weighted_ce,3,3,7,176
weighted_ce,3,3,8,122
weighted_ce,3,3,9,89
weighted_ce,3,4,0,0
weighted_ce,3,4,1,0
weighted_ce,3,4,2,0
weighted_ce,3,4,3,287
weighted_ce,3,4,4,3817
weighted_ce,3,4,5,158
weighted_ce,3,4,6,258
weighted_ce,3,4,7,363
weighted_ce,3,4,8,85
weighted_ce,3,4,9,32
weighted_ce,3,5,0,0
weighted_ce,3,5,1,0
weighted_ce,3,5,2,0
weighted_ce,3,5,3,943
weighted_ce,3,5,4,246
weighted_ce,3,5,5,3332
weighted_ce,3,5,6,144
weighted_ce,3,5,7,256
weighted_ce,3,5,8,38
weighted_ce,3,5,9,41
weighted_ce,3,6,0,0
weighted_ce,3,6,1,0
weighted_ce,3,6,2,0
weighted_ce,3,6,3,417
weighted_ce,3,6,4,226
weighted_ce,3,6,5,113
weighted_ce,3,6,6,4130
weighted_ce,3,6,7,25
weighted_ce,3,6,8,55
weighted_ce,3,6,9,34
weighted_ce,3,7,0,0
weighted_ce,3,7,1,0
weighted_ce,3,7,2,0
weighted_ce,3,7,3,239
weighted_ce,3,7,4,352
weighted_ce,3,7,5,274
