criterion,epoch,training_loss
weighted_ce,1,1.6970723618976706
weighted_ce,2,1.2753500709809271
weighted_ce,3,1.060400295382832
weighted_ce,4,0.8991035808093076
weighted_ce,5,0.7898172195968194
weighted_ce,6,0.6621169089331518
weighted_ce,7,0.5879791007620232
weighted_ce,8,0.5066911289028028
weighted_ce,9,0.4753273355459791
weighted_ce,10,0.4334423637797244
weighted_ce,11,0.3926004624930447
weighted_ce,12,0.35624010238515935
weighted_ce,13,0.29779039399010077
weighted_ce,14,0.2998170580799755
weighted_ce,15,0.2642067461266409
weighted_ce,16,0.2839670270329077
weighted_ce,17,0.24923215787564185
weighted_ce,18,0.1711653689421622
weighted_ce,19,0.23906537447444404
weighted_ce,20,0.16890914319001543
